t(s)            Temperature(K)  Pressure(Pa)    Density(kg/m3)  Mass(kg)        Volume(m3)      IntEnergy(J/kg) mdot_in(kg/s)   mdot_out(kg/s)  mdot_surf(kg/s) mdot(kg/s)      
6.40000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057177e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057188e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057198e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057209e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057220e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057230e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057241e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-08  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057252e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057262e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057369e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057475e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057581e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057687e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057794e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03057900e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058006e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058113e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058219e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058325e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058432e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058538e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058644e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058751e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058857e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03058963e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03059069e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03059176e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-07  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03059282e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-06  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03059388e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-06  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03060451e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-06  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03061515e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-06  3.73150000e+02  1.01325000e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03062578e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03063641e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03064704e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03065767e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03066830e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03067893e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03068956e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03070019e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03071082e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03072145e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03073208e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-06  3.73150000e+02  1.01325001e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03074271e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-06  3.73150000e+02  1.01325002e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03075334e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-06  3.73150000e+02  1.01325002e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03076397e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-06  3.73150000e+02  1.01325002e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03077460e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-06  3.73150000e+02  1.01325002e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03078523e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-06  3.73150000e+02  1.01325002e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03079586e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-05  3.73150000e+02  1.01325002e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03080649e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-05  3.73150000e+02  1.01325003e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03091280e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-05  3.73150000e+02  1.01325004e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03101910e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-05  3.73150000e+02  1.01325005e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03112541e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-05  3.73150000e+02  1.01325006e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03123171e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-05  3.73150000e+02  1.01325007e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03133801e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-05  3.73150000e+02  1.01325007e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03144431e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-05  3.73150000e+02  1.01325008e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03155062e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-05  3.73150000e+02  1.01325009e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03165692e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-05  3.73150000e+02  1.01325010e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03176322e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-05  3.73150000e+02  1.01325011e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03186952e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-05  3.73150000e+02  1.01325012e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03197582e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-05  3.73150000e+02  1.01325013e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03208212e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-05  3.73150000e+02  1.01325014e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03218841e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-05  3.73150000e+02  1.01325015e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03229471e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-05  3.73150000e+02  1.01325016e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03240101e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-05  3.73150000e+02  1.01325017e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03250730e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-05  3.73150000e+02  1.01325018e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03261360e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-05  3.73150000e+02  1.01325018e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03271990e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-05  3.73150000e+02  1.01325019e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03282619e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-04  3.73150000e+02  1.01325020e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03293249e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-04  3.73150000e+02  1.01325029e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03399540e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-04  3.73150000e+02  1.01325038e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03505826e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-04  3.73150000e+02  1.01325048e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03612106e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-04  3.73150000e+02  1.01325057e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03718381e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-04  3.73150000e+02  1.01325066e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03824651e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-04  3.73150000e+02  1.01325075e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.03930915e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-04  3.73150000e+02  1.01325084e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04037174e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-04  3.73150000e+02  1.01325093e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04143427e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-04  3.73150000e+02  1.01325102e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04249675e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-04  3.73150000e+02  1.01325111e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04355917e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-04  3.73150000e+02  1.01325120e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04462154e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-04  3.73150000e+02  1.01325129e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04568385e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-04  3.73150000e+02  1.01325139e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04674611e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-04  3.73150000e+02  1.01325148e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04780832e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-04  3.73150000e+02  1.01325157e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04887047e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-04  3.73150000e+02  1.01325166e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.04993257e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-04  3.73150000e+02  1.01325175e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.05099461e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-04  3.73150000e+02  1.01325184e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.05205660e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-04  3.73150000e+02  1.01325193e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.05311853e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-03  3.73150000e+02  1.01325202e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.05418041e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-03  3.73150000e+02  1.01325293e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.06479621e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-03  3.73150000e+02  1.01325384e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.07540657e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-03  3.73150000e+02  1.01325475e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.08601151e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-03  3.73150000e+02  1.01325566e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.09661101e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-03  3.73150000e+02  1.01325656e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.10720509e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-03  3.73150000e+02  1.01325747e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.11779376e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-03  3.73150000e+02  1.01325838e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.12837701e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-03  3.73150000e+02  1.01325928e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.13895484e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-03  3.73150000e+02  1.01326019e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.14952727e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-03  3.73150000e+02  1.01326110e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.16009430e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-03  3.73150000e+02  1.01326200e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.17065593e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-03  3.73150000e+02  1.01326290e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.18121217e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-03  3.73150000e+02  1.01326381e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.19176301e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-03  3.73150000e+02  1.01326471e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.20230847e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-03  3.73150000e+02  1.01326561e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.21284855e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-03  3.73150000e+02  1.01326652e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.22338325e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-03  3.73150000e+02  1.01326742e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.23391257e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-03  3.73150000e+02  1.01326832e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.24443653e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-03  3.73150000e+02  1.01326922e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.25495512e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-02  3.73150000e+02  1.01327012e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.26546835e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-02  3.73150000e+02  1.01327910e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.37030668e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-02  3.73150000e+02  1.01328804e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.47461335e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-02  3.73150000e+02  1.01329693e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.57839241e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-02  3.73150000e+02  1.01330577e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.68164785e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-02  3.73150000e+02  1.01331457e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.78438362e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-02  3.73150000e+02  1.01332333e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.88660364e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-02  3.73150000e+02  1.01333204e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.98831179e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-02  3.73150000e+02  1.01334071e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.08951188e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-02  3.73150000e+02  1.01334934e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.19020773e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-02  3.73150000e+02  1.01335792e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.29040309e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-02  3.73150000e+02  1.01336646e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.39010169e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-02  3.73150000e+02  1.01337496e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.48930721e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-02  3.73150000e+02  1.01338342e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.58802330e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-02  3.73150000e+02  1.01339183e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.68625356e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-02  3.73150000e+02  1.01340020e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.78400160e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
