# t(s)   slab-O_fcc    slab-OH_fcc    slab-H2O    H2O  
4.204204204204203821e-02 1.033473146952207378e-01 2.065263339013094501e-02 4.868194476705226702e-05 8.759513699698818767e-01
4.304304304304304440e-02 1.033439075084767039e-01 2.065195579140858065e-02 4.868217177072259728e-05 8.759554545283445570e-01
4.404404404404404366e-02 1.033412728357270272e-01 2.065143181511385276e-02 4.868234730623907170e-05 8.759586130018535144e-01
4.504504504504504292e-02 1.033392347034143427e-01 2.065102651316034002e-02 4.868248309514415522e-05 8.759610563003308314e-01
4.604604604604604912e-02 1.033376577478541669e-01 2.065071283648265213e-02 4.868258816319781854e-05 8.759629468275006436e-01
4.704704704704704837e-02 1.033364371605029752e-01 2.065047015763654681e-02 4.868266948124959131e-05 8.759644100123797905e-01
4.804804804804804763e-02 1.033354926675344870e-01 2.065028242882499185e-02 4.868273240217886816e-05 8.759655421712388979e-01
4.904904904904904689e-02 1.033347633187512993e-01 2.065013627737684668e-02 4.868278105633516066e-05 8.759664176228160182e-01
5.005005005005004615e-02 1.033341982823932359e-01 2.065002461429595731e-02 4.868281866253053330e-05 8.759670942846488062e-01
5.105105105105105234e-02 1.033337614066924676e-01 2.064993868547734465e-02 4.868284771632646246e-05 8.759676170601143896e-01
5.205205205205205160e-02 1.033334242629216082e-01 2.064987076448543749e-02 4.868287022698428997e-05 8.759680221023664615e-01
5.305305305305305086e-02 1.033331628012236353e-01 2.064981872984497299e-02 4.868288764890783328e-05 8.759683355812829531e-01
5.405405405405405705e-02 1.033329597251842064e-01 2.064977868166407993e-02 4.868290116004145144e-05 8.759685786919921835e-01
5.505505505505505631e-02 1.033328026575820735e-01 2.064974732528337617e-02 4.868291163132305556e-05 8.759687671055036429e-01
5.605605605605605557e-02 1.033326810662660022e-01 2.064972313792773351e-02 4.868291973267721746e-05 8.759689128760740351e-01
5.705705705705705483e-02 1.033325870677604258e-01 2.064970444601293281e-02 4.868292599521877566e-05 8.759690255602318176e-01
5.805805805805805409e-02 1.033325144887026203e-01 2.064969001430138132e-02 4.868293083066584797e-05 8.759691125661656086e-01
5.905905905905906028e-02 1.033324592349142840e-01 2.064967901253809621e-02 4.868293451268378857e-05 8.759691788180352656e-01
6.006006006006005954e-02 1.033324161966681920e-01 2.064967046620150987e-02 4.868293737939238163e-05 8.759692303997511642e-01
6.106106106106105880e-02 1.033323836035985877e-01 2.064966399034679281e-02 4.868293955056863175e-05 8.759692694665043300e-01
6.206206206206206499e-02 1.033323582322463047e-01 2.064965894464900267e-02 4.868294124093451694e-05 8.759692998818641163e-01
6.306306306306305731e-02 1.033323381140258401e-01 2.064965494099001153e-02 4.868294258145907110e-05 8.759693240024030159e-01
6.406406406406406351e-02 1.033323225309845661e-01 2.064965184157475583e-02 4.868294361969871509e-05 8.759693426838213171e-01
6.506506506506506970e-02 1.033323098758416880e-01 2.064964932548416995e-02 4.868294446280924928e-05 8.759693578542117054e-01
6.606606606606606202e-02 1.033322999302579009e-01 2.064964734758246295e-02 4.868294512543277656e-05 8.759693697770345455e-01
6.706706706706706822e-02 1.033322920545806933e-01 2.064964578131043074e-02 4.868294565014996168e-05 8.759693792184589656e-01
6.806806806806806054e-02 1.033322859041243824e-01 2.064964455818490280e-02 4.868294605992182141e-05 8.759693865916310385e-01
6.906906906906906674e-02 1.033322811672108821e-01 2.064964361612754012e-02 4.868294637551911472e-05 8.759693922702863622e-01
7.007007007007007293e-02 1.033322776095632056e-01 2.064964290856810547e-02 4.868294661254935878e-05 8.759693965352565170e-01
7.107107107107106525e-02 1.033322749522675582e-01 2.064964238009705036e-02 4.868294678959188249e-05 8.759693997208460869e-01
7.207207207207207145e-02 1.033322730957646346e-01 2.064964201088188844e-02 4.868294691328164400e-05 8.759694019464405734e-01
7.307307307307307764e-02 1.033322723732468529e-01 2.064964186714336389e-02 4.868294696142209070e-05 8.759694028126487897e-01
7.407407407407406996e-02 1.033322720556093255e-01 2.064964180394188165e-02 4.868294698258645572e-05 8.759694031934666114e-01
7.507507507507507616e-02 1.033322715593520957e-01 2.064964170528060805e-02 4.868294701564784572e-05 8.759694037883519746e-01
7.607607607607608236e-02 1.033322710275396961e-01 2.064964159958223786e-02 4.868294705107620491e-05 8.759694044258274914e-01
7.707707707707707467e-02 1.033322712881029060e-01 2.064964165139870564e-02 4.868294703371633920e-05 8.759694041134651332e-01
7.807807807807808087e-02 1.033322713861015707e-01 2.064964167088647121e-02 4.868294702718726694e-05 8.759694039959852185e-01
7.907907907907907319e-02 1.033322709508269627e-01 2.064964158432408547e-02 4.868294705618730336e-05 8.759694045177932598e-01
8.008008008008007939e-02 1.033322702182303265e-01 2.064964143863341414e-02 4.868294710499633689e-05 8.759694053960317417e-01
8.108108108108108558e-02 1.033322697092076831e-01 2.064964133740202282e-02 4.868294713890997078e-05 8.759694060062518384e-01
8.208208208208207790e-02 1.033322690530807109e-01 2.064964120691549845e-02 4.868294718262441962e-05 8.759694067928216477e-01
8.308308308308308410e-02 1.033322683004866821e-01 2.064964105724446247e-02 4.868294723276597150e-05 8.759694076950365060e-01
8.408408408408407642e-02 1.033322674815227160e-01 2.064964089437421740e-02 4.868294728732941483e-05 8.759694086768162746e-01
8.508508508508508261e-02 1.033322666503187076e-01 2.064964072906953427e-02 4.868294734270836794e-05 8.759694096732695279e-01
8.608608608608608881e-02 1.033322659396019860e-01 2.064964058772663161e-02 4.868294739005985428e-05 8.759694105252817664e-01
8.708708708708708113e-02 1.033322654862090240e-01 2.064964049755872721e-02 4.868294742026714982e-05 8.759694110688124313e-01
8.808808808808808732e-02 1.033322651773138090e-01 2.064964043612764130e-02 4.868294744084728572e-05 8.759694114391181063e-01
8.908908908908909352e-02 1.033322649384764563e-01 2.064964038862920556e-02 4.868294745675981607e-05 8.759694117254379631e-01
9.009009009009008584e-02 1.033322648445927222e-01 2.064964036995821026e-02 4.868294746301482235e-05 8.759694118379864891e-01
9.109109109109109204e-02 1.033322648493751883e-01 2.064964037090927240e-02 4.868294746269618889e-05 8.759694118322531864e-01
9.209209209209209823e-02 1.033322649859631931e-01 2.064964039807300547e-02 4.868294745359601927e-05 8.759694116685106113e-01
9.309309309309309055e-02 1.033322652137891456e-01 2.064964044338160262e-02 4.868294743841711431e-05 8.759694113953911954e-01
9.409409409409409675e-02 1.033322654185565848e-01 2.064964048410446520e-02 4.868294742477448996e-05 8.759694111499145563e-01
9.509509509509508907e-02 1.033322654823956438e-01 2.064964049680038244e-02 4.868294742052121227e-05 8.759694110733837746e-01
9.609609609609609526e-02 1.033322658444038172e-01 2.064964056879428633e-02 4.868294739640243021e-05 8.759694106394059210e-01
9.709709709709710146e-02 1.033322663632730148e-01 2.064964067198372250e-02 4.868294736183277947e-05 8.759694100173818221e-01
9.809809809809809378e-02 1.033322668521916010e-01 2.064964076921676703e-02 4.868294732925858927e-05 8.759694094312627799e-01
9.909909909909909997e-02 1.033322672318520014e-01 2.064964084472124123e-02 4.868294730396372568e-05 8.759694089761231872e-01
1.001001001001000923e-01 1.033322674049151207e-01 2.064964087913895296e-02 4.868294729243340498e-05 8.759694087686539232e-01
1.011011011011010985e-01 1.033322672546116983e-01 2.064964084924758581e-02 4.868294730244736730e-05 8.759694089488386792e-01
1.021021021021021047e-01 1.033322671320952707e-01 2.064964082488230865e-02 4.868294731061002730e-05 8.759694090957120816e-01
1.031031031031030970e-01 1.033322671390857761e-01 2.064964082627252992e-02 4.868294731014428793e-05 8.759694090873317851e-01
1.041041041041041032e-01 1.033322670588650849e-01 2.064964081031874302e-02 4.868294731548898451e-05 8.759694091835009688e-01
1.051051051051051094e-01 1.033322668954918394e-01 2.064964077782809396e-02 4.868294732637372380e-05 8.759694093793539693e-01
1.061061061061061017e-01 1.033322666600874351e-01 2.064964073101234129e-02 4.868294734205753493e-05 8.759694096615584513e-01
1.071071071071071079e-01 1.033322663716805395e-01 2.064964067365578776e-02 4.868294736127262641e-05 8.759694100073026624e-01
1.081081081081081141e-01 1.033322660266209891e-01 2.064964060503250709e-02 4.868294738426220513e-05 8.759694104209626575e-01
1.091091091091091064e-01 1.033322656220532071e-01 2.064964052457460286e-02 4.868294741121652146e-05 8.759694109059613654e-01
1.101101101101101126e-01 1.033322652156053872e-01 2.064964044374280674e-02 4.868294743829609025e-05 8.759694113932139370e-01
1.111111111111111049e-01 1.033322648476930339e-01 2.064964037057470322e-02 4.868294746280824118e-05 8.759694118342697955e-01
1.121121121121121111e-01 1.033322645678774465e-01 2.064964031492673088e-02 4.868294748145095524e-05 8.759694121697148006e-01
1.131131131131131173e-01 1.033322644355082476e-01 2.064964028860197254e-02 4.868294749027005222e-05 8.759694123283998657e-01
1.141141141141141097e-01 1.033322644087178166e-01 2.064964028327405735e-02 4.868294749205497426e-05 8.759694123605165084e-01
1.151151151151151159e-01 1.033322642599901059e-01 2.064964025369602288e-02 4.868294750196395870e-05 8.759694125388123309e-01
1.161161161161161082e-01 1.033322641705691075e-01 2.064964023591253292e-02 4.868294750792163608e-05 8.759694126460109143e-01
1.171171171171171144e-01 1.033322641433020578e-01 2.064964023048983244e-02 4.868294750973830491e-05 8.759694126786987667e-01
1.181181181181181206e-01 1.033322641775170914e-01 2.064964023729430262e-02 4.868294750745872919e-05 8.759694126376815770e-01
1.191191191191191129e-01 1.033322642685356868e-01 2.064964025539551412e-02 4.868294750139461703e-05 8.759694125285678590e-01
1.201201201201201191e-01 1.033322644084405106e-01 2.064964028321891049e-02 4.868294749207344635e-05 8.759694123608489091e-01
1.211211211211211253e-01 1.033322645920836669e-01 2.064964031974071343e-02 4.868294747983822483e-05 8.759694121406962353e-01
1.221221221221221176e-01 1.033322647970524172e-01 2.064964036050361690e-02 4.868294746618219025e-05 8.759694118949782338e-01
1.231231231231231238e-01 1.033322650001155807e-01 2.064964040088754921e-02 4.868294745265310897e-05 8.759694116515446272e-01
1.241241241241241300e-01 1.033322651719832536e-01 2.064964043506751362e-02 4.868294744120242970e-05 8.759694114455084391e-01
1.251251251251251362e-01 1.033322652768459970e-01 2.064964045592196026e-02 4.868294743421595287e-05 8.759694113197983301e-01
1.261261261261261146e-01 1.033322652900251354e-01 2.064964045854294356e-02 4.868294743333789819e-05 8.759694113039989682e-01
1.271271271271271208e-01 1.033322653932911422e-01 2.064964047907983866e-02 4.868294742645780192e-05 8.759694111802029948e-01
1.281281281281281270e-01 1.033322654727734380e-01 2.064964049488678122e-02 4.868294742116229424e-05 8.759694110849189919e-01
1.291291291291291332e-01 1.033322655198670864e-01 2.064964050425247347e-02 4.868294741802468091e-05 8.759694110284628188e-01
1.301301301301301394e-01 1.033322655282270103e-01 2.064964050591504285e-02 4.868294741746769915e-05 8.759694110184409466e-01
1.311311311311311179e-01 1.033322654937679497e-01 2.064964049906204552e-02 4.868294741976352436e-05 8.759694110597506800e-01
1.321321321321321240e-01 1.033322654146645175e-01 2.064964048333045241e-02 4.868294742503378368e-05 8.759694111545803796e-01
1.331331331331331302e-01 1.033322653182581069e-01 2.064964046415775079e-02 4.868294743145685485e-05 8.759694112701531532e-01
1.341341341341341364e-01 1.033322651960783267e-01 2.064964043985939926e-02 4.868294743959707864e-05 8.759694114166232115e-01
1.351351351351351426e-01 1.033322650508666785e-01 2.064964041098061448e-02 4.868294744927180765e-05 8.759694115907039613e-01
1.361361361361361211e-01 1.033322648918063302e-01 2.064964037934768556e-02 4.868294745986919949e-05 8.759694117813866532e-01
1.371371371371371273e-01 1.033322647304556335e-01 2.064964034725926684e-02 4.868294747061919277e-05 8.759694119748149266e-01
1.381381381381381335e-01 1.033322645807481510e-01 2.064964031748638129e-02 4.868294748059345296e-05 8.759694121542853651e-01
1.391391391391391397e-01 1.033322644589926981e-01 2.064964029327241712e-02 4.868294748870541296e-05 8.759694123002467192e-01
1.401401401401401459e-01 1.033322643838732596e-01 2.064964027833313120e-02 4.868294749371024604e-05 8.759694123903003504e-01
1.411411411411411521e-01 1.033322643764490317e-01 2.064964027685664907e-02 4.868294749420488618e-05 8.759694123992005643e-01
1.421421421421421305e-01 1.033322644498877729e-01 2.064964029146168153e-02 4.868294748931203085e-05 8.759694123111616548e-01
1.431431431431431367e-01 1.033322642624794480e-01 2.064964025419108520e-02 4.868294750179811642e-05 8.759694125358281624e-01
1.441441441441441429e-01 1.033322640789699071e-01 2.064964021769585822e-02 4.868294751402443393e-05 8.759694127558206311e-01
1.451451451451451491e-01 1.033322639078702310e-01 2.064964018366862233e-02 4.868294752542395241e-05 8.759694129609362223e-01
1.461461461461461553e-01 1.033322637587101162e-01 2.064964015400459069e-02 4.868294753536174275e-05 8.759694131397504080e-01
1.471471471471471337e-01 1.033322636420379442e-01 2.064964013080156091e-02 4.868294754313502509e-05 8.759694132796178589e-01
1.481481481481481399e-01 1.033322635694207681e-01 2.064964011635991165e-02 4.868294754797314176e-05 8.759694133666717786e-01
1.491491491491491461e-01 1.033322635534443396e-01 2.064964011318261988e-02 4.868294754903757079e-05 8.759694133858244580e-01
1.501501501501501523e-01 1.033322636077130263e-01 2.064964012397524015e-02 4.868294754542191918e-05 8.759694133207667210e-01
1.511511511511511585e-01 1.033322637468499089e-01 2.064964015164591840e-02 4.868294753615192284e-05 8.759694131539684792e-01
1.521521521521521647e-01 1.033322639256016584e-01 2.064964018719495434e-02 4.868294752424257862e-05 8.759694129396796702e-01
1.531531531531531432e-01 1.033322639357637379e-01 2.064964018921592454e-02 4.868294752356552824e-05 8.759694129274973040e-01
1.541541541541541493e-01 1.033322639587812702e-01 2.064964019379350937e-02 4.868294752203198525e-05 8.759694128999037099e-01
1.551551551551551555e-01 1.033322639946168270e-01 2.064964020092026342e-02 4.868294751964443655e-05 8.759694128569437410e-01
1.561561561561561617e-01 1.033322640431120210e-01 2.064964021056468410e-02 4.868294751641344631e-05 8.759694127988073564e-01
1.571571571571571679e-01 1.033322641039874229e-01 2.064964022267120475e-02 4.868294751235762216e-05 8.759694127258295104e-01
1.581581581581581464e-01 1.033322641768426586e-01 2.064964023716019462e-02 4.868294750750364226e-05 8.759694126384901525e-01
1.591591591591591526e-01 1.033322642611562980e-01 2.064964025392796582e-02 4.868294750188624850e-05 8.759694125374143381e-01
1.601601601601601588e-01 1.033322643562859799e-01 2.064964027284675943e-02 4.868294749554823300e-05 8.759694124233722290e-01
1.611611611611611650e-01 1.033322644614683011e-01 2.064964029376475940e-02 4.868294748854046515e-05 8.759694122972788710e-01
1.621621621621621712e-01 1.033322645673483975e-01 2.064964031482152684e-02 4.868294748148621214e-05 8.759694121703490710e-01
1.631631631631631496e-01 1.033322646631690961e-01 2.064964033387774872e-02 4.868294747510215869e-05 8.759694120554785135e-01
1.641641641641641558e-01 1.033322647569294706e-01 2.064964035252422198e-02 4.868294746885537880e-05 8.759694119430778692e-01
1.651651651651651620e-01 1.033322648460075072e-01 2.064964037023950608e-02 4.868294746292055097e-05 8.759694118362905124e-01
1.661661661661661682e-01 1.033322649275775218e-01 2.064964038646163388e-02 4.868294745748595370e-05 8.759694117385038448e-01
1.671671671671671744e-01 1.033322649986101183e-01 2.064964040058815328e-02 4.868294745275341122e-05 8.759694116533494057e-01
1.681681681681681528e-01 1.033322650558722716e-01 2.064964041197609249e-02 4.868294744893832062e-05 8.759694115847032059e-01
1.691691691691691590e-01 1.033322650959272171e-01 2.064964041994196697e-02 4.868294744626965861e-05 8.759694115366849498e-01
1.701701701701701652e-01 1.033322651151345611e-01 2.064964042376180378e-02 4.868294744498997479e-05 8.759694115136591464e-01
1.711711711711711714e-01 1.033322651096501704e-01 2.064964042267110333e-02 4.868294744535537125e-05 8.759694115202337761e-01
1.721721721721721776e-01 1.033322650969309142e-01 2.064964042014157466e-02 4.868294744620279044e-05 8.759694115354816901e-01
1.731731731731731838e-01 1.033322651301400580e-01 2.064964042674600000e-02 4.868294744399023874e-05 8.759694114956704247e-01
1.741741741741741623e-01 1.033322651542936399e-01 2.064964043154951523e-02 4.868294744238100489e-05 8.759694114667149201e-01
1.751751751751751685e-01 1.033322651698226624e-01 2.064964043463782956e-02 4.868294744134638464e-05 8.759694114480985894e-01
1.761761761761761746e-01 1.033322651771581280e-01 2.064964043609665914e-02 4.868294744085766018e-05 8.759694114393048459e-01
1.771771771771771808e-01 1.033322651767310113e-01 2.064964043601171667e-02 4.868294744088612049e-05 8.759694114398167697e-01
1.781781781781781870e-01 1.033322651689723148e-01 2.064964043446871830e-02 4.868294744140304098e-05 8.759694114491179961e-01
1.791791791791791655e-01 1.033322651543130410e-01 2.064964043155337325e-02 4.868294744237971740e-05 8.759694114666916054e-01
1.801801801801801717e-01 1.033322651331841785e-01 2.064964042735139768e-02 4.868294744378743195e-05 8.759694114920211216e-01
1.811811811811811779e-01 1.033322651060167296e-01 2.064964042194850427e-02 4.868294744559746682e-05 8.759694115245896251e-01
1.821821821821821841e-01 1.033322650851624530e-01 2.064964041780113432e-02 4.868294744698687868e-05 8.759694115495898492e-01
1.831831831831831903e-01 1.033322650643077045e-01 2.064964041365367417e-02 4.868294744837632442e-05 8.759694115745906284e-01
1.841841841841841965e-01 1.033322650406697657e-01 2.064964040895270539e-02 4.868294744995120939e-05 8.759694116029280719e-01
1.851851851851851749e-01 1.033322650147553562e-01 2.064964040379900848e-02 4.868294745167775392e-05 8.759694116339944436e-01
1.861861861861861811e-01 1.033322649870712512e-01 2.064964039829336392e-02 4.868294745352220543e-05 8.759694116671823405e-01
1.871871871871871873e-01 1.033322649581241703e-01 2.064964039253655223e-02 4.868294745545080458e-05 8.759694117018842485e-01
1.881881881881881935e-01 1.033322649284209027e-01 2.064964038662935042e-02 4.868294745742978525e-05 8.759694117374927647e-01
1.891891891891891997e-01 1.033322648984681680e-01 2.064964038067253552e-02 4.868294745942538810e-05 8.759694117734002639e-01
1.901901901901901781e-01 1.033322648687727136e-01 2.064964037476689149e-02 4.868294746140384700e-05 8.759694118089994541e-01
1.911911911911911843e-01 1.033322648398413146e-01 2.064964036901319189e-02 4.868294746333140261e-05 8.759694118436825994e-01
1.921921921921921905e-01 1.033322648121806908e-01 2.064964036351222068e-02 4.868294746517428881e-05 8.759694118768422966e-01
1.931931931931931967e-01 1.033322647862976035e-01 2.064964035836475489e-02 4.868294746689875302e-05 8.759694119078711427e-01
1.941941941941942029e-01 1.033322647626988000e-01 2.064964035367157155e-02 4.868294746847102235e-05 8.759694119361616238e-01
1.951951951951951814e-01 1.033322647418910417e-01 2.064964034953345462e-02 4.868294746985733746e-05 8.759694119611061147e-01
1.961961961961961876e-01 1.033322647243810483e-01 2.064964034605117765e-02 4.868294747102393900e-05 8.759694119820972125e-01
1.971971971971971938e-01 1.033322647106755948e-01 2.064964034332552462e-02 4.868294747193706084e-05 8.759694119985274030e-01
1.981981981981981999e-01 1.033322647012814288e-01 2.064964034145726907e-02 4.868294747256295043e-05 8.759694120097891723e-01
1.991991991991992061e-01 1.033322646967052838e-01 2.064964034054719497e-02 4.868294747286783486e-05 8.759694120152751173e-01
2.002002002002001846e-01 1.033322646974539211e-01 2.064964034069607934e-02 4.868294747281795478e-05 8.759694120143776130e-01
2.012012012012011908e-01 1.033322647040340742e-01 2.064964034200470269e-02 4.868294747237954408e-05 8.759694120064892564e-01
2.022022022022021970e-01 1.033322647169525182e-01 2.064964034457384204e-02 4.868294747151885696e-05 8.759694119910025334e-01
2.032032032032032032e-01 1.033322647367159730e-01 2.064964034850427441e-02 4.868294747020211375e-05 8.759694119673099300e-01
2.042042042042042094e-01 1.033322647638311997e-01 2.064964035389678376e-02 4.868294746839555510e-05 8.759694119348040431e-01
2.052052052052052156e-01 1.033322647988049597e-01 2.064964036085214713e-02 4.868294746606542845e-05 8.759694118928772477e-01
2.062062062062061940e-01 1.033322647989858012e-01 2.064964036088811142e-02 4.868294746605337348e-05 8.759694118926605322e-01
2.072072072072072002e-01 1.033322647770898162e-01 2.064964035653357385e-02 4.868294746751219461e-05 8.759694119189095352e-01
2.082082082082082064e-01 1.033322647559826585e-01 2.064964035233591427e-02 4.868294746891845904e-05 8.759694119442129612e-01
2.092092092092092126e-01 1.033322647358377866e-01 2.064964034832962939e-02 4.868294747026060646e-05 8.759694119683627545e-01
2.102102102102102188e-01 1.033322647168286451e-01 2.064964034454920896e-02 4.868294747152709012e-05 8.759694119911510812e-01
2.112112112112111972e-01 1.033322646991286925e-01 2.064964034102915666e-02 4.868294747270634972e-05 8.759694120123698857e-01
2.122122122122122034e-01 1.033322646829114011e-01 2.064964033780396224e-02 4.868294747378682495e-05 8.759694120318113342e-01
2.132132132132132096e-01 1.033322646683502294e-01 2.064964033490812589e-02 4.868294747475696227e-05 8.759694120492673708e-01
2.142142142142142158e-01 1.033322646556186220e-01 2.064964033237614432e-02 4.868294747560520817e-05 8.759694120645300508e-01
2.152152152152152220e-01 1.033322646448900373e-01 2.064964033024251078e-02 4.868294747631999556e-05 8.759694120773915404e-01
2.162162162162162282e-01 1.033322646363379477e-01 2.064964032854172196e-02 4.868294747688978446e-05 8.759694120876438950e-01
2.172172172172172067e-01 1.033322646301357839e-01 2.064964032730827806e-02 4.868294747730300101e-05 8.759694120950790586e-01
2.182182182182182129e-01 1.033322646264570321e-01 2.064964032657667231e-02 4.868294747754809847e-05 8.759694120994891975e-01
2.192192192192192191e-01 1.033322646254751509e-01 2.064964032638139796e-02 4.868294747761351651e-05 8.759694121006662559e-01
2.202202202202202252e-01 1.033322646273635709e-01 2.064964032675695865e-02 4.868294747748770163e-05 8.759694120984024002e-01
2.212212212212212314e-01 1.033322646322957644e-01 2.064964032773784416e-02 4.868294747715909350e-05 8.759694120924896854e-01
2.222222222222222099e-01 1.033322646404452039e-01 2.064964032935855121e-02 4.868294747661613861e-05 8.759694120827200559e-01
2.232232232232232161e-01 1.033322646519853200e-01 2.064964033165357996e-02 4.868294747584727664e-05 8.759694120688856778e-01
2.242242242242242223e-01 1.033322646670895989e-01 2.064964033465742366e-02 4.868294747484095406e-05 8.759694120507786064e-01
2.252252252252252285e-01 1.033322646859314714e-01 2.064964033840457902e-02 4.868294747358561735e-05 8.759694120281907859e-01
2.262262262262262347e-01 1.033322647086844237e-01 2.064964034292953929e-02 4.868294747206969943e-05 8.759694120009143825e-01
2.272272272272272131e-01 1.033322647355218865e-01 2.064964034826680811e-02 4.868294747028165353e-05 8.759694119687414515e-01
2.282282282282282193e-01 1.033322647666173183e-01 2.064964035445087526e-02 4.868294746820992614e-05 8.759694119314640481e-01
2.292292292292292255e-01 1.033322648021442053e-01 2.064964036151624091e-02 4.868294746584294339e-05 8.759694118888741166e-01
2.302302302302302317e-01 1.033322648233539337e-01 2.064964036573430084e-02 4.868294746442984849e-05 8.759694118634477888e-01
2.312312312312312379e-01 1.033322648276526895e-01 2.064964036658920726e-02 4.868294746414344293e-05 8.759694118582943556e-01
2.322322322322322163e-01 1.033322648321489123e-01 2.064964036748338783e-02 4.868294746384388465e-05 8.759694118529043338e-01
2.332332332332332225e-01 1.033322648368306257e-01 2.064964036841445902e-02 4.868294746353196646e-05 8.759694118472918234e-01
2.342342342342342287e-01 1.033322648416858947e-01 2.064964036938004427e-02 4.868294746320848119e-05 8.759694118414712571e-01
2.352352352352352349e-01 1.033322648467027427e-01 2.064964037037776354e-02 4.868294746287423521e-05 8.759694118354570680e-01
2.362362362362362411e-01 1.033322648518692211e-01 2.064964037140524025e-02 4.868294746253002135e-05 8.759694118292634668e-01
2.372372372372372473e-01 1.033322648571733671e-01 2.064964037246009784e-02 4.868294746217663243e-05 8.759694118229047755e-01
2.382382382382382258e-01 1.033322648626032181e-01 2.064964037353994933e-02 4.868294746181486805e-05 8.759694118163954268e-01
2.392392392392392320e-01 1.033322648681468114e-01 2.064964037464242508e-02 4.868294746144552780e-05 8.759694118097497428e-01
2.402402402402402382e-01 1.033322648737921984e-01 2.064964037576514505e-02 4.868294746106940451e-05 8.759694118029820453e-01
2.412412412412412444e-01 1.033322648795274024e-01 2.064964037690572574e-02 4.868294746068729779e-05 8.759694117961065452e-01
2.422422422422422505e-01 1.033322648853404885e-01 2.064964037806179403e-02 4.868294746030000044e-05 8.759694117891378973e-01
2.432432432432432290e-01 1.033322648912194663e-01 2.064964037923096990e-02 4.868294745990831208e-05 8.759694117820900905e-01
2.442442442442442352e-01 1.033322648971524010e-01 2.064964038041087677e-02 4.868294745951303230e-05 8.759694117749776687e-01
2.452452452452452414e-01 1.033322649031273160e-01 2.064964038159913112e-02 4.868294745911495392e-05 8.759694117678148428e-01
2.462462462462462476e-01 1.033322649091322626e-01 2.064964038279335640e-02 4.868294745871487654e-05 8.759694117606160457e-01
2.472472472472472538e-01 1.033322649151552919e-01 2.064964038399117602e-02 4.868294745831359298e-05 8.759694117533955993e-01
2.482482482482482600e-01 1.033322649211844135e-01 2.064964038519020995e-02 4.868294745791190286e-05 8.759694117461679364e-01
2.492492492492492384e-01 1.033322649272076926e-01 2.064964038638808161e-02 4.868294745751059897e-05 8.759694117389471568e-01
2.502502502502502724e-01 1.033322649332131526e-01 2.064964038758241097e-02 4.868294745711048771e-05 8.759694117317476936e-01
2.512512512512512508e-01 1.033322649391888448e-01 2.064964038877081798e-02 4.868294745671235512e-05 8.759694117245840905e-01
2.522522522522522292e-01 1.033322649451228065e-01 2.064964038995092607e-02 4.868294745631700758e-05 8.759694117174703365e-01
2.532532532532532632e-01 1.033322649510030888e-01 2.064964039112035868e-02 4.868294745592523790e-05 8.759694117104210864e-01
2.542542542542542416e-01 1.033322649565275586e-01 2.064964039221902845e-02 4.868294745555716481e-05 8.759694117037982730e-01
2.552552552552552756e-01 1.033322649614304561e-01 2.064964039319408529e-02 4.868294745523050825e-05 8.759694116979206413e-01
2.562562562562562540e-01 1.033322649661451431e-01 2.064964039413171373e-02 4.868294745491639455e-05 8.759694116922686069e-01
2.572572572572572325e-01 1.033322649706557989e-01 2.064964039502876353e-02 4.868294745461587404e-05 8.759694116868612657e-01
2.582582582582582664e-01 1.033322649749465888e-01 2.064964039588209135e-02 4.868294745432999703e-05 8.759694116817173803e-01
2.592592592592592449e-01 1.033322649790017062e-01 2.064964039668854695e-02 4.868294745405982740e-05 8.759694116768561578e-01
2.602602602602602788e-01 1.033322649828053025e-01 2.064964039744498353e-02 4.868294745380641548e-05 8.759694116722963608e-01
2.612612612612612573e-01 1.033322649863415710e-01 2.064964039814825084e-02 4.868294745357081157e-05 8.759694116680570852e-01
2.622622622622622357e-01 1.033322649895946632e-01 2.064964039879520902e-02 4.868294745335407278e-05 8.759694116641572048e-01
2.632632632632632697e-01 1.033322649925487724e-01 2.064964039938270088e-02 4.868294745315725620e-05 8.759694116606158154e-01
2.642642642642642481e-01 1.033322649951880640e-01 2.064964039990758657e-02 4.868294745298141216e-05 8.759694116574517908e-01
2.652652652652652820e-01 1.033322649974967172e-01 2.064964040036671930e-02 4.868294745282759775e-05 8.759694116546841158e-01
2.662662662662662605e-01 1.033322649994588976e-01 2.064964040075694188e-02 4.868294745269687008e-05 8.759694116523318863e-01
2.672672672672672389e-01 1.033322650010587707e-01 2.064964040107511792e-02 4.868294745259027945e-05 8.759694116504139760e-01
2.682682682682682729e-01 1.033322650022805295e-01 2.064964040131809370e-02 4.868294745250887620e-05 8.759694116489492588e-01
2.692692692692692513e-01 1.033322650031083395e-01 2.064964040148272589e-02 4.868294745245372419e-05 8.759694116479569415e-01
2.702702702702702853e-01 1.033322650035263801e-01 2.064964040156586078e-02 4.868294745242587374e-05 8.759694116474557868e-01
2.712712712712712637e-01 1.033322650035188167e-01 2.064964040156435504e-02 4.868294745242637519e-05 8.759694116474647796e-01
2.722722722722722422e-01 1.033322650030698148e-01 2.064964040147506535e-02 4.868294745245629239e-05 8.759694116480031267e-01
2.732732732732732761e-01 1.033322650021635675e-01 2.064964040129483452e-02 4.868294745251666890e-05 8.759694116490894800e-01
