# t(s)   slab-O_fcc    slab-OH_fcc    slab-H2O    H2O  
2.322322322322322385e+00 6.884584796817639907e-01 3.115224511034729304e-01 1.029940886379845448e-07 1.896622067387226999e-05
2.332332332332332392e+00 6.873616606726007383e-01 3.126191156183525388e-01 1.038285224701727385e-07 1.911988052375809138e-05
2.342342342342342398e+00 6.862666857932856468e-01 3.137139354627859755e-01 1.046658761070011120e-07 1.927407805167829545e-05
2.352352352352352405e+00 6.851735519413630904e-01 3.148069137401561246e-01 1.055061445418323367e-07 1.942881233566745664e-05
2.362362362362362411e+00 6.840822560194101953e-01 3.158980535488112862e-01 1.063493227761528050e-07 1.958408245525612818e-05
2.372372372372372418e+00 6.829927949350231842e-01 3.169873579820790543e-01 1.071954058195510838e-07 1.973988749146686776e-05
2.382382382382382424e+00 6.819051656008046081e-01 3.180748301282793622e-01 1.080443886896962754e-07 1.989622652681023959e-05
2.392392392392392431e+00 6.808193649343495801e-01 3.191604730707381377e-01 1.088962664123163918e-07 2.005309864528086381e-05
2.402402402402402437e+00 6.797353898582325638e-01 3.202442898878005151e-01 1.097510340211767555e-07 2.021050293235341171e-05
2.412412412412412444e+00 6.786532372999937168e-01 3.213262836528442135e-01 1.106086865580584265e-07 2.036843847497863148e-05
2.422422422422422450e+00 6.775729041921256801e-01 3.224064574342931366e-01 1.114692190727364967e-07 2.052690436157938067e-05
2.432432432432432456e+00 6.764943874720602546e-01 3.234848142956304740e-01 1.123326266229585576e-07 2.068589968204662824e-05
2.442442442442442463e+00 6.754176840821549677e-01 3.245613572954124115e-01 1.131989042744230603e-07 2.084542352773548701e-05
2.452452452452452469e+00 6.743427909696796396e-01 3.256360894872812883e-01 1.140680471007577168e-07 2.100547499146122925e-05
2.462462462462462476e+00 6.732697050868028388e-01 3.267090139199789744e-01 1.149400501834978345e-07 2.116605316749531240e-05
2.472472472472472482e+00 6.721984233905787809e-01 3.277801336373605268e-01 1.158149086120647824e-07 2.132715715156138444e-05
2.482482482482482489e+00 6.711289428429337844e-01 3.288494516784073451e-01 1.166926174837443395e-07 2.148878604083132319e-05
2.492492492492492495e+00 6.700612604106530590e-01 3.299169710772405506e-01 1.175731719036650688e-07 2.165093893392124169e-05
2.502502502502502502e+00 6.689953730653670494e-01 3.309826948631345300e-01 1.184565669847767045e-07 2.181361493088751729e-05
2.512512512512512508e+00 6.679312777835380022e-01 3.320466260605303144e-01 1.193427978478285926e-07 2.197681313322280387e-05
2.522522522522522515e+00 6.668689715464471979e-01 3.331087676890488458e-01 1.202318596213479856e-07 2.214053264385205751e-05
2.532532532532532521e+00 6.658084513401805182e-01 3.341691227635043560e-01 1.211237474416185755e-07 2.230477256712855885e-05
2.542542542542542527e+00 6.647497141556161226e-01 3.352276942939180771e-01 1.220184564526586828e-07 2.246953200882992525e-05
2.552552552552552534e+00 6.636927569884103484e-01 3.362844852855311206e-01 1.229159818061998158e-07 2.263481007615413313e-05
2.562562562562562540e+00 6.626375768389846099e-01 3.373394987388184108e-01 1.238163186616649654e-07 2.280060587771555385e-05
2.572572572572572547e+00 6.615841707125119653e-01 3.383927376495016737e-01 1.247194621861470856e-07 2.296691852354093878e-05
2.582582582582582553e+00 6.605325356189037933e-01 3.394442050085630380e-01 1.256254075543873081e-07 2.313374712506547888e-05
2.592592592592592560e+00 6.594826685727961380e-01 3.404939038022582465e-01 1.265341499487535023e-07 2.330109079512879321e-05
2.602602602602602566e+00 6.584345665935366076e-01 3.415418370121303671e-01 1.274456845592185968e-07 2.346894864797097828e-05
2.612612612612612573e+00 6.573882267051708306e-01 3.425880076150227826e-01 1.283600065833389791e-07 2.363731979922859320e-05
2.622622622622622579e+00 6.563436459364293540e-01 3.436324185830929578e-01 1.292771112262328445e-07 2.380620336593070906e-05
2.632632632632632586e+00 6.553008215304974016e-01 3.446750726739790660e-01 1.301969940391865921e-07 2.397559852885280230e-05
2.642642642642642592e+00 6.542597508637045811e-01 3.457159725121357052e-01 1.311196507884042381e-07 2.414550450834712018e-05
2.652652652652652598e+00 6.532204305452437021e-01 3.467551214893829226e-01 1.320450760017965568e-07 2.431592029673591951e-05
2.662662662662662605e+00 6.521828576311491377e-01 3.477925225505661411e-01 1.329732649285548528e-07 2.448684501916425986e-05
2.672672672672672611e+00 6.511470291824293932e-01 3.488281786355548753e-01 1.339042128258996412e-07 2.465827780225578493e-05
2.682682682682682618e+00 6.501129422650602230e-01 3.498620926792500030e-01 1.348379149590692393e-07 2.483021777411060490e-05
2.692692692692692624e+00 6.490805939499776356e-01 3.508942676115908710e-01 1.357743666013084638e-07 2.500266406430320942e-05
2.702702702702702631e+00 6.480499813130702336e-01 3.519247063575621781e-01 1.367135630338571697e-07 2.517561580388036691e-05
2.712712712712712637e+00 6.470211014351733292e-01 3.529534118372011919e-01 1.376554995459389208e-07 2.534907212535903408e-05
2.722722722722722644e+00 6.459939514020606177e-01 3.539803869656046320e-01 1.386001714347495287e-07 2.552303216272424857e-05
2.732732732732732650e+00 6.449685283044379602e-01 3.550056346529359419e-01 1.395475740054458029e-07 2.569749505142704518e-05
2.742742742742742657e+00 6.439448292379362782e-01 3.560291578044321725e-01 1.404977025711339837e-07 2.587245992838235189e-05
2.752752752752752663e+00 6.429228513031038927e-01 3.570509593204110876e-01 1.414505524528585188e-07 2.604792593196689259e-05
2.762762762762762669e+00 6.419025916054000858e-01 3.580710420962782692e-01 1.424061189795906283e-07 2.622389220201709996e-05
2.772772772772772676e+00 6.408840472551879941e-01 3.590894090225340007e-01 1.433643974882168173e-07 2.640035787982700135e-05
2.782782782782782682e+00 6.398672153677272822e-01 3.601060629847806505e-01 1.443253833235276785e-07 2.657732210814614515e-05
2.792792792792792689e+00 6.388520930631670369e-01 3.611210068637293324e-01 1.452890718382063786e-07 2.675478403117748330e-05
2.802802802802802695e+00 6.378386774665391057e-01 3.621342435352072897e-01 1.462554583928173018e-07 2.693274279457528750e-05
2.812812812812812702e+00 6.368269657077508805e-01 3.631457758701647220e-01 1.472245383557946424e-07 2.711119754544304866e-05
2.822822822822822708e+00 6.358169549215779703e-01 3.641556067346820025e-01 1.481963071034311015e-07 2.729014743233137955e-05
2.832832832832832715e+00 6.348086422476575397e-01 3.651637389899765607e-01 1.491707600198663992e-07 2.746959160523592102e-05
2.842842842842842721e+00 6.338020248304810922e-01 3.661701754924102103e-01 1.501478924970759457e-07 2.764952921559524809e-05
2.852852852852852727e+00 6.327970998193872543e-01 3.671749190934958662e-01 1.511276999348594593e-07 2.782995941628875914e-05
2.862862862862862734e+00 6.317938643685551137e-01 3.681779726399048713e-01 1.521101777408295843e-07 2.801088136163459901e-05
2.872872872872872740e+00 6.307923156369967810e-01 3.691793389734738806e-01 1.530953213304005090e-07 2.819229420738754817e-05
2.882882882882882747e+00 6.297924507885503953e-01 3.701790209312120772e-01 1.540831261267764779e-07 2.837419711073693905e-05
2.892892892892892753e+00 6.287942669918735739e-01 3.711770213453079448e-01 1.550735875609405947e-07 2.855658923030453841e-05
2.902902902902902760e+00 6.277977614394202321e-01 3.721733430241463414e-01 1.560667011022872399e-07 2.873946973178552933e-05
2.912912912912912766e+00 6.268029313357031951e-01 3.731679887640496074e-01 1.570624622396750817e-07 2.892283778445938592e-05
2.922922922922922773e+00 6.258097738282614175e-01 3.741609614183309951e-01 1.580608663699998653e-07 2.910669254067075435e-05
2.932932932932932779e+00 6.248182861056934545e-01 3.751522637992321108e-01 1.590619089564328994e-07 2.929103316496882615e-05
2.942942942942942786e+00 6.238284653614115660e-01 3.761418987141790238e-01 1.600655854699158289e-07 2.947585882333370933e-05
2.952952952952952792e+00 6.228403087936358329e-01 3.771298689657890391e-01 1.610718913891504176e-07 2.966116868317449375e-05
2.962962962962962798e+00 6.218538136053868293e-01 3.781161773518771363e-01 1.620808222005876690e-07 2.984696191332731648e-05
2.972972972972972805e+00 6.208689770044796274e-01 3.791008266654624093e-01 1.630923733984176089e-07 3.003323768405341705e-05
2.982982982982982811e+00 6.198857962035171365e-01 3.800838196947747272e-01 1.641065404845585918e-07 3.021999516703720621e-05
2.992992992992992818e+00 6.189042684198837740e-01 3.810651592232612850e-01 1.651233189686467659e-07 3.040723353538433125e-05
3.003003003003002824e+00 6.179243908757385828e-01 3.820448480295928206e-01 1.661427043680257496e-07 3.059495196361972791e-05
3.013013013013012831e+00 6.169461607980090134e-01 3.830228888876705540e-01 1.671646922077358323e-07 3.078314962768568906e-05
3.023023023023022837e+00 6.159695754183841521e-01 3.839992845666322929e-01 1.681892780205037038e-07 3.097182570493994033e-05
3.033033033033032844e+00 6.149946319733086142e-01 3.849740378308593169e-01 1.692164573467317340e-07 3.116097937415367489e-05
3.043043043043042850e+00 6.140213277039755502e-01 3.859471514399826497e-01 1.702462257344875970e-07 3.135060981550963588e-05
3.053053053053052857e+00 6.130496598563204280e-01 3.869186281488897206e-01 1.712785787394937096e-07 3.154071621060017152e-05
3.063063063063062863e+00 6.120796256810143721e-01 3.878884707077307481e-01 1.723135119251166431e-07 3.173129774242531073e-05
3.073073073073072869e+00 6.111112224334577236e-01 3.888566818619255128e-01 1.733510208623567209e-07 3.192235359539081151e-05
3.083083083083082876e+00 6.101444473737736018e-01 3.898232643521694074e-01 1.743911011298373514e-07 3.211388295530621619e-05
3.093093093093092882e+00 6.091792977668011311e-01 3.907882209144405983e-01 1.754337483137946780e-07 3.230588500938294050e-05
3.103103103103102889e+00 6.082157708820893349e-01 3.917515542800059092e-01 1.764789580080668851e-07 3.249835894623231524e-05
3.113113113113112895e+00 6.072538639938900307e-01 3.927132671754278159e-01 1.775267258140838491e-07 3.269130395586364828e-05
3.123123123123122902e+00 6.062935743811517231e-01 3.936733623225706635e-01 1.785770473408564705e-07 3.288471922968230684e-05
3.133133133133132908e+00 6.053348993275132761e-01 3.946318424386074941e-01 1.796299182049661921e-07 3.307860396048775919e-05
3.143143143143142915e+00 6.043778361212969186e-01 3.955887102360260976e-01 1.806853340305545698e-07 3.327295734247164342e-05
3.153153153153152921e+00 6.034223820555018047e-01 3.965439684226360062e-01 1.817432904493126318e-07 3.346777857121583614e-05
3.163163163163162928e+00 6.024685344277977972e-01 3.974976197015748225e-01 1.828037831004704497e-07 3.366306684369050776e-05
3.173173173173172934e+00 6.015162904642399333e-01 3.984496668476164571e-01 1.838668075076583469e-07 3.385882133557831865e-05
3.183183183183182940e+00 6.005656473818209440e-01 3.994001126445994587e-01 1.849323591798788646e-07 3.405504121986820175e-05
3.193193193193192947e+00 5.996166026219102996e-01 4.003489596519189120e-01 1.860004339883190556e-07 3.425172573624491151e-05
3.203203203203202953e+00 5.986691534980229656e-01 4.012962105568625426e-01 1.870710275977854690e-07 3.444887408638848067e-05
3.213213213213213404e+00 5.977232973281982886e-01 4.022418680421922521e-01 1.881441356803878247e-07 3.464648547332384732e-05
3.223223223223223410e+00 5.967790314349915581e-01 4.031859347861526666e-01 1.892197539155252228e-07 3.484455910141825286e-05
3.233233233233233417e+00 5.958363531454654582e-01 4.041284134624796298e-01 1.902978779898725120e-07 3.504309417637876180e-05
3.243243243243243423e+00 5.948952597911817408e-01 4.050693067404089187e-01 1.913785035973664190e-07 3.524208990524970722e-05
3.253253253253253430e+00 5.939557487081921217e-01 4.060086172846845143e-01 1.924616264391917842e-07 3.544154549641015633e-05
3.263263263263263436e+00 5.930178172370303979e-01 4.069463477555672615e-01 1.935472422237677184e-07 3.564146015957135594e-05
3.273273273273273443e+00 5.920814627227035665e-01 4.078825008088434179e-01 1.946353466667340500e-07 3.584183310577421835e-05
3.283283283283283449e+00 5.911466825146833859e-01 4.088170790958332579e-01 1.957259354909372167e-07 3.604266354738678034e-05
3.293293293293293456e+00 5.902134739668976060e-01 4.097500852633993995e-01 1.968190044264168451e-07 3.624395069810166880e-05
3.303303303303303462e+00 5.892818344377218631e-01 4.106815219539555195e-01 1.979145492103916956e-07 3.644569377293353253e-05
3.313313313313313468e+00 5.883517612899707983e-01 4.116113918054749021e-01 1.990125655872460302e-07 3.664789198821656217e-05
3.323323323323323475e+00 5.874232518908897305e-01 4.125396974514988213e-01 2.001130493085158219e-07 3.685054456160190837e-05
3.333333333333333481e+00 5.864963036121462192e-01 4.134664415211451449e-01 2.012159961328749902e-07 3.705365071205516785e-05
3.343343343343343488e+00 5.855709138298208494e-01 4.143916266391169945e-01 2.023214018261215048e-07 3.725720965985382876e-05
3.353353353353353494e+00 5.846470799243996819e-01 4.153152554257110718e-01 2.034292621611638063e-07 3.746122062658475662e-05
3.363363363363363501e+00 5.837247992807650387e-01 4.162373304968264298e-01 2.045395729180069361e-07 3.766568283514163296e-05
3.373373373373373507e+00 5.828040692881871765e-01 4.171578544639727437e-01 2.056523298837386665e-07 3.787059550972244129e-05
3.383383383383383514e+00 5.818848873403158484e-01 4.180768299342790262e-01 2.067675288525159478e-07 3.807595787582693280e-05
3.393393393393393520e+00 5.809672508351715337e-01 4.189942595105021206e-01 2.078851656255508794e-07 3.828176916025405135e-05
3.403403403403403527e+00 5.800511571751371109e-01 4.199101457910353052e-01 2.090052360110971840e-07 3.848802859109943982e-05
3.413413413413413533e+00 5.791366037669493094e-01 4.208244913699166201e-01 2.101277358244362313e-07 3.869473539775289227e-05
3.423423423423423539e+00 5.782235880216900492e-01 4.217372988368376929e-01 2.112526608878633796e-07 3.890188881089579921e-05
3.433433433433433546e+00 5.773121073547780036e-01 4.226485707771520106e-01 2.123800070306741588e-07 3.910948806249864046e-05
3.443443443443443552e+00 5.764021591629933106e-01 4.235583097948570908e-01 2.135097700520789706e-07 3.931753237899174471e-05
3.453453453453453559e+00 5.754937408474141147e-01 4.244665184896515009e-01 2.146419457582254962e-07 3.952602098808294249e-05
3.463463463463463565e+00 5.745868498720030360e-01 4.253731993983301818e-01 2.157765300567667745e-07 3.973495313617212994e-05
3.473473473473473572e+00 5.736814836686546792e-01 4.262783550897658591e-01 2.169135188035927612e-07 3.994432806012711452e-05
3.483483483483483578e+00 5.727776396735251296e-01 4.271819881285683906e-01 2.180529078614728810e-07 4.015414499808252620e-05
3.493493493493493585e+00 5.718753153270236256e-01 4.280841010750933151e-01 2.191946931000412050e-07 4.036440318943713398e-05
3.503503503503503591e+00 5.709745080738028999e-01 4.289846964854513445e-01 2.203388703957818655e-07 4.057510187485112191e-05
3.513513513513513598e+00 5.700752153627502983e-01 4.298837769115173013e-01 2.214854356320142597e-07 4.078624029624338532e-05
3.523523523523523604e+00 5.691774346469787860e-01 4.307813449009392226e-01 2.226343846988784379e-07 4.099781769678883386e-05
3.533533533533533610e+00 5.682811633838176224e-01 4.316774029971474635e-01 2.237857134933203603e-07 4.120983332091566071e-05
3.543543543543543617e+00 5.673863990348032571e-01 4.325719537393639680e-01 2.249394179190772062e-07 4.142228641430267946e-05
3.553553553553553623e+00 5.664931390656705590e-01 4.334649996626111501e-01 2.260954938866627094e-07 4.163517622387656619e-05
3.563563563563563630e+00 5.656013809463431574e-01 4.343565432977211649e-01 2.272539373133523886e-07 4.184850199780920318e-05
3.573573573573573636e+00 5.647111221509250045e-01 4.352465871713448453e-01 2.284147441231689356e-07 4.206226298551494130e-05
3.583583583583583643e+00 5.638223601576906052e-01 4.361351338059610283e-01 2.295779102468674982e-07 4.227645843764788272e-05
3.593593593593593649e+00 5.629350924490762464e-01 4.370221857198854365e-01 2.307434316219209634e-07 4.249108760609922460e-05
3.603603603603603656e+00 5.620493165116712264e-01 4.379077454272800596e-01 2.319113041925052396e-07 4.270614974399450120e-05
3.613613613613613662e+00 5.611650298362078626e-01 4.387918154381619251e-01 2.330815239094845929e-07 4.292164410569090721e-05
3.623623623623623669e+00 5.602822299175533871e-01 4.396743982584125354e-01 2.342540867303970088e-07 4.313756994677457368e-05
3.633633633633633675e+00 5.594009142547001767e-01 4.405554963897865828e-01 2.354289886194393959e-07 4.335392652405788469e-05
3.643643643643643681e+00 5.585210803507567601e-01 4.414351123299215529e-01 2.366062255474528953e-07 4.357071309557673967e-05
3.653653653653653688e+00 5.576427257129389359e-01 4.423132485723464957e-01 2.377857934919082690e-07 4.378792892058787681e-05
3.663663663663663694e+00 5.567658478525604471e-01 4.431899076064910181e-01 2.389676884368911298e-07 4.400557325956615576e-05
3.673673673673673701e+00 5.558904442850239880e-01 4.440650919176948874e-01 2.401519063730873300e-07 4.422364537420184037e-05
3.683683683683683707e+00 5.550165125298122115e-01 4.449388039872165801e-01 2.413384432977681121e-07 4.444214452739792204e-05
3.693693693693693714e+00 5.541440501104781813e-01 4.458110462922427741e-01 2.425272952147756030e-07 4.466106998326736181e-05
3.703703703703703720e+00 5.532730545546369338e-01 4.466818213058972309e-01 2.437184581345079646e-07 4.488042100713045436e-05
3.713713713713713727e+00 5.524035234495443536e-01 4.475511314416449338e-01 2.449119281636343178e-07 4.510019688203563648e-05
3.723723723723723733e+00 5.515354543776908036e-01 4.484189791177176088e-01 2.461077014011316129e-07 4.532039688961482803e-05
3.733733733733733740e+00 5.506688448001840763e-01 4.492853668737662454e-01 2.473057737500434676e-07 4.554102027541913036e-05
3.743743743743743746e+00 5.498036922625912926e-01 4.501502971649567475e-01 2.485061412497463118e-07 4.576206631010511862e-05
3.753753753753753752e+00 5.489399943145696348e-01 4.510137724423642913e-01 2.497087999462178733e-07 4.598353426554498900e-05
3.763763763763763759e+00 5.480777485098577984e-01 4.518757951529809302e-01 2.509137458920245258e-07 4.620542341482423445e-05
3.773773773773773765e+00 5.472169524062685531e-01 4.527363677397235886e-01 2.521209751463086894e-07 4.642773303223932720e-05
3.783783783783783772e+00 5.463576035656807495e-01 4.535954926414416666e-01 2.533304837747763362e-07 4.665046239329538776e-05
3.793793793793793778e+00 5.454996995540318805e-01 4.544531722929250339e-01 2.545422678496842328e-07 4.687361077470387415e-05
3.803803803803803785e+00 5.446432379413097546e-01 4.553094091249118569e-01 2.557563234498276043e-07 4.709717745438028481e-05
3.813813813813813791e+00 5.437882163015452797e-01 4.561642055640960369e-01 2.569726466605273241e-07 4.732116171144180042e-05
3.823823823823823798e+00 5.429346322128041358e-01 4.570175640331355371e-01 2.581912335736174191e-07 4.754556282620500034e-05
3.833833833833833804e+00 5.420824832571792262e-01 4.578694869506597098e-01 2.594120802874324179e-07 4.777038008018352473e-05
3.843843843843843811e+00 5.412317670207830167e-01 4.587199767312774568e-01 2.606351829067948036e-07 4.799561275608575715e-05
3.853853853853853817e+00 5.403824810937393197e-01 4.595690357855847785e-01 2.618605375430024676e-07 4.822126013781252057e-05
3.863863863863863823e+00 5.395346230701758561e-01 4.604166665201728237e-01 2.630881403138160568e-07 4.844732151045473280e-05
3.873873873873873830e+00 5.386881905482164834e-01 4.612628713376353273e-01 2.643179873434463737e-07 4.867379616029112290e-05
3.883883883883883836e+00 5.378431811299730914e-01 4.621076526365768822e-01 2.655500747625418303e-07 4.890068337478587304e-05
3.893893893893893843e+00 5.369995924215379413e-01 4.629510128116202661e-01 2.667843987081758481e-07 4.912798244258633488e-05
3.903903903903903849e+00 5.361574220329760054e-01 4.637929542534146021e-01 2.680209553238343116e-07 4.935569265352069855e-05
3.913913913913913856e+00 5.353166675783170847e-01 4.646334793486430192e-01 2.692597407594027568e-07 4.958381329859566839e-05
3.923923923923923862e+00 5.344773266755478147e-01 4.654725904800304237e-01 2.705007511711541952e-07 4.981234366999413870e-05
3.933933933933933869e+00 5.336393969466042275e-01 4.663102900263513817e-01 2.717439827217359845e-07 5.004128306107290334e-05
3.943943943943943875e+00 5.328028760173636469e-01 4.671465803624378910e-01 2.729894315801578120e-07 5.027063076636029761e-05
3.953953953953953881e+00 5.319677615176369168e-01 4.679814638591870968e-01 2.742370939217787235e-07 5.050038608155392819e-05
3.963963963963963888e+00 5.311340510811608517e-01 4.688149428835691745e-01 2.754869659282945247e-07 5.073054830351830146e-05
3.973973973973973894e+00 5.303017423455901325e-01 4.696470197986352679e-01 2.767390437877254451e-07 5.096111673028255344e-05
3.983983983983983901e+00 5.294708330070557745e-01 4.704776969089425886e-01 2.779933237824821548e-07 5.119209067725767484e-05
3.993993993993993907e+00 5.286413207491449384e-01 4.713069765315962001e-01 2.792498021747268949e-07 5.142346945612597670e-05
4.004004004004004358e+00 5.278132031506229671e-01 4.721348610885539587e-01 2.805084750574231052e-07 5.165525234741198831e-05
4.014014014014014364e+00 5.269864778664103966e-01 4.729613529255961013e-01 2.817693386464602523e-07 5.188743865427694380e-05
4.024024024024024371e+00 5.261611425553749388e-01 4.737864543845543563e-01 2.830323891640997670e-07 5.212002768105543474e-05
4.034034034034034377e+00 5.253371948803248204e-01 4.746101678033185500e-01 2.842976228389638742e-07 5.235301873325341119e-05
4.044044044044044384e+00 5.245146325080027871e-01 4.754324955158432120e-01 2.855650359060252692e-07 5.258641111754623691e-05
4.054054054054054390e+00 5.236934531090791101e-01 4.762534398521540147e-01 2.868346246065963717e-07 5.282020414177672420e-05
4.064064064064064397e+00 5.228736543581448126e-01 4.770730031383545455e-01 2.881063851883187369e-07 5.305439711495318238e-05
4.074074074074074403e+00 5.220552339337054537e-01 4.778911876966328576e-01 2.893803139051522569e-07 5.328898934724746623e-05
4.084084084084084409e+00 5.212381895181745772e-01 4.787079958452679085e-01 2.906564070173648367e-07 5.352398014999301082e-05
4.094094094094094416e+00 5.204225187978667178e-01 4.795234298986362775e-01 2.919346607915214361e-07 5.375936883568287325e-05
4.104104104104104422e+00 5.196082194629911832e-01 4.803374921672188824e-01 2.932150715004737463e-07 5.399515471796775389e-05
4.114114114114114429e+00 5.187952892076451716e-01 4.811501849576071965e-01 2.944976354233492844e-07 5.423133711165408556e-05
4.124124124124124435e+00 5.179837257298075537e-01 4.819615105725103543e-01 2.957823488455408586e-07 5.446791533270203448e-05
4.134134134134134442e+00 5.171735267313321005e-01 4.827714713107611466e-01 2.970692080586960330e-07 5.470488869822356226e-05
4.144144144144144448e+00 5.163646899179404892e-01 4.835800694673230704e-01 2.983582093607063280e-07 5.494225652648046082e-05
4.154154154154154455e+00 5.155572129992166408e-01 4.843873073332968793e-01 2.996493490556967912e-07 5.518001813688239399e-05
4.164164164164164461e+00 5.147510936885991706e-01 4.851931871959268006e-01 3.009426234540151448e-07 5.541817284998493923e-05
4.174174174174174468e+00 5.139463297033755040e-01 4.859977113386076408e-01 3.022380288722212506e-07 5.565671998748764282e-05
4.184184184184184474e+00 5.131429187646747714e-01 4.868008820408908921e-01 3.035355616330765223e-07 5.589565887223202085e-05
4.194194194194194480e+00 5.123408585974614793e-01 4.876027015784916707e-01 3.048352180655331785e-07 5.613498882819966865e-05
4.204204204204204487e+00 5.115401469305292936e-01 4.884031722232952122e-01 3.061369945047238136e-07 5.637470918051024147e-05
4.214214214214214493e+00 5.107407814964933790e-01 4.892022962433633659e-01 3.074408872919504924e-07 5.661481925541951647e-05
4.224224224224224500e+00 5.099427600317851805e-01 4.900000759029412012e-01 3.087468927746743211e-07 5.685531838031745468e-05
4.234234234234234506e+00 5.091460802766446525e-01 4.907965134624637793e-01 3.100550073065047002e-07 5.709620588372620883e-05
4.244244244244244513e+00 5.083507399751144851e-01 4.915916111785624820e-01 3.113652272471887900e-07 5.733748109529819884e-05
4.254254254254254519e+00 5.075567368844366989e-01 4.923853712946651418e-01 3.126775489777800702e-07 5.757914334860935547e-05
4.264264264264264526e+00 5.067640687612409156e-01 4.931777960548126005e-01 3.139919688783431627e-07 5.782119197705354481e-05
4.274274274274274532e+00 5.059727333495976920e-01 4.939688877156081515e-01 3.153084833086703851e-07 5.806362631029148773e-05
4.284284284284284539e+00 5.051827284088926673e-01 4.947586485183355087e-01 3.166270886532751352e-07 5.830644568253625314e-05
4.294294294294294545e+00 5.043940517022881265e-01 4.955470807005009082e-01 3.179477813027665890e-07 5.854964942912346582e-05
4.304304304304304551e+00 5.036067009967160057e-01 4.963341864958392136e-01 3.192705576538393251e-07 5.879323688650935477e-05
4.314314314314314558e+00 5.028206740628722304e-01 4.971199681343209109e-01 3.205954141092628424e-07 5.903720739226885593e-05
4.324324324324324564e+00 5.020359686752091655e-01 4.979044278421580483e-01 3.219223470778712896e-07 5.928156028509365378e-05
4.334334334334334571e+00 5.012525826119303973e-01 4.986875678418112301e-01 3.232513529745525600e-07 5.952629490479027048e-05
4.344344344344344577e+00 5.004705136549831845e-01 4.994693903519957234e-01 3.245824282202382328e-07 5.977141059227816171e-05
4.354354354354354584e+00 4.996897595900525180e-01 5.002498975876881193e-01 3.259155692418930385e-07 6.001690668958773123e-05
4.364364364364364590e+00 4.989103182065544595e-01 5.010290917601326610e-01 3.272507724725042172e-07 6.026278253985848098e-05
4.374374374374374597e+00 4.981321872976297582e-01 5.018069750768480164e-01 3.285880343510712493e-07 6.050903748733702561e-05
4.384384384384384603e+00 4.973553646601373557e-01 5.025835497416333286e-01 3.299273513225953199e-07 6.075567087737518158e-05
4.394394394394394610e+00 4.965798480946478355e-01 5.033588179545753771e-01 3.312687198380687840e-07 6.100268205642806304e-05
4.404404404404404616e+00 4.958056354054369841e-01 5.041327819120540177e-01 3.326121363544649493e-07 6.125007037205212348e-05
4.414414414414414622e+00 4.950327244004792959e-01 5.049054438067499539e-01 3.339575973347273292e-07 6.149783517290325838e-05
4.424424424424424629e+00 4.942611128914415342e-01 5.056768058276499556e-01 3.353050992477593198e-07 6.174597580873484009e-05
4.434434434434434635e+00 4.934907986936762359e-01 5.064468701600541856e-01 3.366546385684137708e-07 6.199449163039584760e-05
4.444444444444444642e+00 4.927217796262152172e-01 5.072156389855826397e-01 3.380062117774823974e-07 6.224338198982889460e-05
4.454454454454454648e+00 4.919540535117630786e-01 5.079831144821809197e-01 3.393598153616854574e-07 6.249264624006830508e-05
4.464464464464464655e+00 4.911876181766907101e-01 5.087492988241276715e-01 3.407154458136612688e-07 6.274228373523822950e-05
4.474474474474474661e+00 4.904224714510289074e-01 5.095141941820403586e-01 3.420730996319557280e-07 6.299229383055065254e-05
4.484484484484484668e+00 4.896586111684617659e-01 5.102778027228820346e-01 3.434327733210116691e-07 6.324267588230353648e-05
4.494494494494494674e+00 4.888960351663203530e-01 5.110401266099678930e-01 3.447944633911587519e-07 6.349342924787882889e-05
4.504504504504504681e+00 4.881347412855759904e-01 5.118011680029713739e-01 3.461581663586027687e-07 6.374455328574060600e-05
4.514514514514514687e+00 4.873747273708340932e-01 5.125609290579311583e-01 3.475238787454152149e-07 6.399604735543308045e-05
4.524524524524524693e+00 4.866159912703273416e-01 5.133194119272574962e-01 3.488915970795228600e-07 6.424791081757870394e-05
4.534534534534534700e+00 4.858585308359094634e-01 5.140766187597382020e-01 3.502613178946973183e-07 6.450014303387625631e-05
4.544544544544544706e+00 4.851023439230487400e-01 5.148325517005458707e-01 3.516330377305445143e-07 6.475274336709890756e-05
4.554554554554554713e+00 4.843474283908212885e-01 5.155872128912439845e-01 3.530067531324942003e-07 6.500571118109226628e-05
4.564564564564564719e+00 4.835937821019048455e-01 5.163406044697931296e-01 3.543824606517896337e-07 6.525904584077249580e-05
4.574574574574574726e+00 4.828414029017606968e-01 5.170927285913760052e-01 3.557601568118840321e-07 6.551274670593821680e-05
4.584584584584584732e+00 4.820902886763797079e-01 5.178435873706330739e-01 3.571398382016518385e-07 6.576681314843532504e-05
4.594594594594594739e+00 4.813404373006980874e-01 5.185931829332630638e-01 3.585215013921233173e-07 6.602124453682377053e-05
4.604604604604604745e+00 4.805918466515304299e-01 5.193415174030858728e-01 3.599051429573608462e-07 6.627604024022179963e-05
4.614614614614614752e+00 4.798445146092532032e-01 5.200885929003579156e-01 3.612907594771764095e-07 6.653119962880646345e-05
4.624624624624624758e+00 4.790984390577984198e-01 5.208344115417796738e-01 3.626783475371209576e-07 6.678672207381165273e-05
4.634634634634634764e+00 4.783536178846468090e-01 5.215789754405013579e-01 3.640679037284737657e-07 6.704260694752607846e-05
