# t(s)   slab-O_fcc    slab-OH_fcc    slab-H2O    H2O  
2.902902902902902982e-01 9.540917115495864964e-01 4.590795541838309235e-02 1.798727992704928985e-09 3.312333017069444896e-07
3.003003003003003046e-01 9.525482783477843274e-01 4.745136545692216906e-02 1.923834306854882638e-09 3.542714584892104996e-07
3.103103103103103111e-01 9.510074401460870686e-01 4.899217973039970975e-02 2.053072202445798229e-09 3.780704403477489575e-07
3.203203203203203175e-01 9.494691925421860912e-01 5.053040264243968682e-02 2.186434574665393942e-09 4.026289389410874445e-07
3.303303303303303240e-01 9.479335314964294490e-01 5.206603823390123370e-02 2.323914904088143725e-09 4.279457537259249342e-07
3.403403403403403304e-01 9.464004524972462473e-01 5.359909101770319456e-02 2.465505909535678994e-09 4.540195438832150928e-07
3.503503503503503369e-01 9.448699511106101179e-01 5.512956542919708602e-02 2.611200434998820247e-09 4.808489916436463213e-07
3.603603603603603434e-01 9.433420229850320027e-01 5.665746582117203722e-02 2.760991457698108025e-09 5.084328037719782684e-07
3.703703703703703498e-01 9.418166637766293148e-01 5.818279653880875646e-02 2.914871967132033887e-09 5.367696892939383710e-07
3.803803803803803563e-01 9.402938691491252721e-01 5.970556191967952425e-02 3.072834965077040415e-09 5.658583594962220651e-07
3.903903903903903627e-01 9.387736347738496745e-01 6.122576629374822110e-02 3.234873465587522862e-09 5.956975279264925750e-07
4.004004004004003692e-01 9.372559563297381269e-01 6.274341398337029974e-02 3.400980494995826675e-09 6.262859103933813360e-07
4.104104104104104311e-01 9.357408295033323720e-01 6.425850930329284061e-02 3.571149091912250392e-09 6.576222249664875712e-07
4.204204204204204376e-01 9.342282499887805125e-01 6.577105656065443395e-02 3.745372307225039843e-09 6.897051919763781859e-07
4.304304304304304440e-01 9.327182136804436086e-01 6.728105986232080227e-02 3.923643514964714493e-09 7.225335912598314348e-07
4.404404404404404505e-01 9.312107162428027163e-01 6.878852354510639477e-02 4.105955718141150748e-09 7.561061343306766506e-07
4.504504504504504570e-01 9.297057533524838435e-01 7.029345193367714240e-02 4.292301939367567599e-09 7.904215363126721206e-07
4.604604604604604634e-01 9.282033207494893023e-01 7.179584928930349275e-02 4.482675303547650493e-09 8.254785311662264264e-07
4.704704704704704699e-01 9.267034141823182747e-01 7.329571986475663659e-02 4.677068949300395388e-09 8.612758553774045220e-07
4.804804804804804763e-01 9.252060294079667013e-01 7.479306790430853558e-02 4.875476028960113716e-09 8.978122479579272043e-07
4.904904904904904828e-01 9.237111621919271709e-01 7.628789764373186677e-02 5.077889708576426590e-09 9.350864504451713250e-07
5.005005005005005447e-01 9.222188083081890309e-01 7.778021331030010588e-02 5.284303167914270598e-09 9.730972069021697905e-07
5.105105105105105512e-01 9.207289635392382765e-01 7.927001912278744400e-02 5.494709600453889531e-09 1.011843263917611244e-06
5.205205205205205576e-01 9.192416236760575510e-01 8.075731929146881538e-02 5.709102213390845959e-09 1.051323370605841019e-06
5.305305305305305641e-01 9.177567844227563221e-01 8.224211811351868351e-02 5.927474073657413964e-09 1.091536250251914211e-06
5.405405405405405705e-01 9.162744415977039925e-01 8.372441977181674377e-02 6.149818432660619826e-09 1.132480660111656835e-06
5.505505505505505770e-01 9.147945910449711837e-01 8.520422842353443660e-02 6.376128583299208494e-09 1.174155365081536975e-06
5.605605605605605835e-01 9.133172285812466429e-01 8.668154825323289014e-02 6.606397774260476100e-09 1.216559121916547006e-06
5.705705705705705899e-01 9.118423500312367036e-01 8.815638343745359207e-02 6.840619267172999161e-09 1.259690689754797396e-06
5.805805805805805964e-01 9.103699512276645089e-01 8.962873814471830625e-02 7.078786336606632930e-09 1.303548830117517338e-06
5.905905905905906028e-01 9.089000280112710106e-01 9.109861653552911442e-02 7.320892270072508085e-09 1.348132306909055177e-06
6.006006006006006093e-01 9.074325762308140808e-01 9.256602276236841620e-02 7.566930368023037345e-09 1.393439886416877773e-06
6.106106106106106157e-01 9.059675917430690673e-01 9.403096096969894291e-02 7.816893943851910509e-09 1.439470337311570710e-06
6.206206206206206222e-01 9.045050704128285712e-01 9.549343529396368824e-02 8.070776323894092801e-09 1.486222430646837878e-06
6.306306306306306286e-01 9.030450079710351519e-01 9.695345000549583647e-02 8.328570618413859448e-09 1.533694897687261616e-06
6.406406406406406351e-01 9.015874002934529674e-01 9.841100922976347976e-02 8.590270171455737049e-09 1.581886512747737643e-06
6.506506506506506415e-01 9.001322433231997433e-01 9.986611702486097863e-02 8.855868435790326099e-09 1.630796070164918429e-06
6.606606606606606480e-01 8.986795329437065050e-01 1.013187775085875181e-01 9.125358767836584911e-09 1.680422346532434530e-06
6.706706706706706544e-01 8.972292650456412666e-01 1.027689947915028934e-01 9.398734535695626126e-09 1.730764120595168214e-06
6.806806806806806609e-01 8.957814355269095863e-01 1.042167729769273715e-01 9.675989119150696866e-09 1.781820173249251987e-06
6.906906906906906674e-01 8.943360402926540109e-01 1.056621161609418436e-01 9.957115909667196930e-09 1.833589287542069856e-06
7.007007007007006738e-01 8.928930752552546313e-01 1.071050284323876861e-01 1.024210831039266390e-08 1.886070248672256698e-06
7.107107107107106803e-01 8.914525363343287490e-01 1.085455138728668584e-01 1.053095973615678805e-08 1.939261843989697837e-06
7.207207207207206867e-01 8.900144194567308764e-01 1.099835765567418466e-01 1.082366361347139743e-08 1.993162862995530946e-06
7.307307307307306932e-01 8.885787204877254597e-01 1.114192206199837165e-01 1.112021326943157998e-08 2.047772076883433380e-06
7.407407407407406996e-01 8.871454353544184768e-01 1.128524501367034472e-01 1.142060213095491572e-08 2.103088275229259800e-06
7.507507507507507061e-01 8.857145600392841711e-01 1.142832691256273625e-01 1.172482371433231941e-08 2.159110264066844207e-06
7.607607607607607125e-01 8.842860904909711772e-01 1.157116816393173042e-01 1.203287148125478171e-08 2.215836839375516324e-06
7.707707707707707190e-01 8.828600226649486737e-01 1.171376917235126547e-01 1.234473890442261893e-08 2.273266799161960173e-06
7.807807807807807254e-01 8.814363525235061614e-01 1.185613034171302399e-01 1.266041946754546470e-08 2.331398943460209420e-06
7.907907907907907319e-01 8.800150760357539070e-01 1.199825207522644127e-01 1.297990666534228158e-08 2.390232074331650763e-06
8.008008008008007383e-01 8.785961891776223887e-01 1.214013477541870389e-01 1.330319400354135281e-08 2.449764995865021811e-06
8.108108108108108558e-01 8.771796879318627393e-01 1.228177884413474558e-01 1.363027499888028558e-08 2.509996514176413627e-06
8.208208208208208623e-01 8.757655682880463033e-01 1.242318468253724578e-01 1.396114317910600277e-08 2.570925437409266069e-06
8.308308308308308687e-01 8.743538262178360831e-01 1.256435269358028572e-01 1.429579204306372344e-08 2.632550568384812833e-06
8.408408408408408752e-01 8.729444577187354115e-01 1.270528327763312260e-01 1.463421513130504199e-08 2.694870717604457743e-06
8.508508508508508816e-01 8.715374588188620208e-01 1.284597683200266460e-01 1.497640603379250677e-08 2.757884704668561292e-06
8.608608608608608881e-01 8.701328255338295348e-01 1.298643375524660970e-01 1.532235832030940151e-08 2.821591345461504271e-06
8.708708708708708945e-01 8.687305538860218279e-01 1.312665444524540870e-01 1.567206557156758621e-08 2.885989457880146601e-06
8.808808808808809010e-01 8.673306399045934700e-01 1.326663929920227081e-01 1.602552137920748553e-08 2.951077861833829876e-06
8.908908908908909074e-01 8.659330796254692819e-01 1.340638871364315532e-01 1.638271934579808881e-08 3.016855379244376942e-06
9.009009009009009139e-01 8.645378690913444464e-01 1.354590308441677715e-01 1.674365308483696329e-08 3.083320834046091469e-06
9.109109109109109204e-01 8.631450043516849524e-01 1.368518280669460407e-01 1.710831622075023424e-08 3.150473052185757952e-06
9.209209209209209268e-01 8.617544814627267069e-01 1.382422827497086781e-01 1.747670238889260486e-08 3.218310861622642138e-06
9.309309309309309333e-01 8.603662964874764230e-01 1.396303988306253907e-01 1.784880523554733971e-08 3.286833092328490174e-06
9.409409409409409397e-01 8.589804454957110647e-01 1.410161802410935805e-01 1.822461841792628123e-08 3.356038576287529883e-06
9.509509509509509462e-01 8.575969245639781802e-01 1.423996309057381227e-01 1.860413560416982995e-08 3.425926147496469911e-06
9.609609609609609526e-01 8.562157297755955687e-01 1.437807547424114207e-01 1.898735047334696096e-08 3.496494641964499732e-06
9.709709709709709591e-01 8.548368572206515026e-01 1.451595556621934624e-01 1.937425671545521403e-08 3.567742897713289645e-06
9.809809809809809655e-01 8.534603029754049830e-01 1.465360375899977807e-01 1.976484799817261888e-08 3.639669748654401157e-06
9.909909909909909720e-01 8.520860631193046819e-01 1.479102044475470723e-01 2.015911799432677179e-08 3.712274029647684311e-06
1.001001001001001089e+00 8.507141337926087399e-01 1.492820600957365518e-01 2.055706047489244573e-08 3.785554593626654190e-06
1.011011011011011096e+00 8.493445111109753087e-01 1.506516084200687222e-01 2.095866917114116699e-08 3.859510286213530547e-06
1.021021021021021102e+00 8.479771911967713960e-01 1.520188532993351493e-01 2.136393782517390716e-08 3.934139955024759135e-06
1.031031031031031109e+00 8.466121701790731979e-01 1.533837986056163782e-01 2.177286018992106323e-08 4.009442449671007885e-06
1.041041041041041115e+00 8.452494441936656555e-01 1.547464482042819611e-01 2.218543002914245432e-08 4.085416621757171151e-06
1.051051051051051122e+00 8.438890093830430095e-01 1.561068059539903741e-01 2.260164111742733155e-08 4.162061324882365470e-06
1.061061061061061128e+00 8.425308618964083562e-01 1.574648757066891558e-01 2.302148724019436820e-08 4.239375414639933797e-06
1.071071071071071135e+00 8.411749978896737590e-01 1.588206613076147966e-01 2.344496219369166293e-08 4.317357748617441271e-06
1.081081081081081141e+00 8.398214135254604695e-01 1.601741665952927940e-01 2.387205978499674974e-08 4.396007186396677756e-06
1.091091091091091148e+00 8.384701049730983735e-01 1.615253954015376525e-01 2.430277383201658478e-08 4.475322589553658688e-06
1.101101101101101154e+00 8.371210684086267673e-01 1.628743515514527729e-01 2.473709816348754958e-08 4.555302821658619994e-06
1.111111111111111160e+00 8.357743000147938028e-01 1.642210388634306739e-01 2.517502661897545441e-08 4.635946748276026558e-06
1.121121121121121167e+00 8.344297959810565990e-01 1.655654611491527983e-01 2.561655304887553828e-08 4.717253236964564603e-06
1.131131131131131173e+00 8.330875524797286547e-01 1.669076222374493157e-01 2.606167127591079142e-08 4.799221150187114236e-06
1.141141141141141180e+00 8.317475656271013928e-01 1.682475260131892636e-01 2.651037503237630999e-08 4.881849333754384184e-06
1.151151151151151186e+00 8.304098317119410488e-01 1.695851761887153808e-01 2.696265832896712049e-08 4.965136684744047073e-06
1.161161161161161193e+00 8.290743469473430549e-01 1.709205765520636633e-01 2.741851505423473193e-08 5.049082077741215413e-06
1.171171171171171199e+00 8.277411075529811368e-01 1.722537308846899540e-01 2.787793910734898557e-08 5.133684389286351864e-06
1.181181181181181206e+00 8.264101097551074249e-01 1.735846429614698316e-01 2.834092439809804164e-08 5.218942497875269232e-06
1.191191191191191212e+00 8.250813497865520096e-01 1.749133165506986942e-01 2.880746484688839263e-08 5.304855283959132165e-06
1.201201201201201219e+00 8.237548238867232753e-01 1.762397554140918143e-01 2.927755438474485332e-08 5.391421629944452919e-06
1.211211211211211225e+00 8.224305283016081214e-01 1.775639633067842282e-01 2.975118695331056745e-08 5.478640420193095590e-06
1.221221221221221231e+00 8.211084592837711860e-01 1.788859439773307636e-01 3.022835650484700765e-08 5.566510541022275270e-06
1.231231231231231238e+00 8.197886130923556225e-01 1.802057011677061227e-01 3.070905700223395894e-08 5.655030880704555505e-06
1.241241241241241244e+00 8.184709859930828779e-01 1.815232386133047437e-01 3.119328241896955182e-08 5.744200329467850834e-06
1.251251251251251251e+00 8.171555742582523596e-01 1.828385600429409397e-01 3.168102673917022917e-08 5.834017779495426793e-06
1.261261261261261257e+00 8.158423741667418794e-01 1.841516691788487869e-01 3.217228395757077272e-08 5.924482124925897371e-06
1.271271271271271264e+00 8.145313820040073205e-01 1.854625697366821813e-01 3.266704807952426997e-08 6.015592261853230090e-06
1.281281281281281270e+00 8.132225940559988375e-01 1.867712654316010801e-01 3.316531311118091273e-08 6.107347086518171428e-06
1.291291291291291277e+00 8.119160064624064699e-01 1.880777601250685493e-01 3.366707282260176695e-08 6.199745451685979725e-06
1.301301301301301283e+00 8.106116156527991556e-01 1.893820573885826586e-01 3.417232145176347025e-08 6.292786296287925524e-06
1.311311311311311290e+00 8.093094179347481987e-01 1.906841609156753048e-01 3.468105303971685048e-08 6.386468522991665223e-06
1.321321321321321296e+00 8.080094096222303346e-01 1.919840743934711769e-01 3.519326163785209607e-08 6.480791036368829431e-06
1.331331331331331302e+00 8.067115870356278418e-01 1.932818015026875613e-01 3.570894130789872300e-08 6.575752742895023813e-06
1.341341341341341309e+00 8.054159465017279862e-01 1.945773459176345088e-01 3.622808612192558138e-08 6.671352550949828249e-06
1.351351351351351315e+00 8.041224843537237987e-01 1.958707113062147509e-01 3.675069016234085545e-08 6.767589370816797673e-06
1.361361361361361322e+00 8.028311969312136309e-01 1.971619013299237277e-01 3.727674752189208347e-08 6.864462114683462082e-06
1.371371371371371328e+00 8.015420805802010440e-01 1.984509196438495326e-01 3.780625230366612457e-08 6.961969696641325682e-06
1.381381381381381335e+00 8.002551316530951420e-01 1.997377698966730508e-01 3.833919862108917867e-08 7.060111032685868583e-06
1.391391391391391341e+00 7.989703465087104606e-01 2.010224557306677928e-01 3.887558059792679304e-08 7.158885040716544263e-06
1.401401401401401348e+00 7.976877215122667453e-01 2.023049807816999501e-01 3.941539236828382926e-08 7.258290640536782949e-06
1.411411411411411354e+00 7.964072530353891732e-01 2.035853486792285061e-01 3.995862807660451613e-08 7.358326753853986540e-06
1.421421421421421361e+00 7.951289374561083534e-01 2.048635630463050417e-01 4.050528187767239673e-08 7.458992304279535381e-06
1.431431431431431367e+00 7.938527711588604374e-01 2.061396274995739020e-01 4.105534793661035490e-08 7.560286217328782336e-06
1.441441441441441373e+00 7.925787504436285769e-01 2.074135457401572180e-01 4.160882028221981843e-08 7.662207393413671534e-06
1.451451451451451380e+00 7.913068716650133450e-01 2.086853214145439062e-01 4.216569303146362770e-08 7.764754749180948087e-06
1.461461461461461386e+00 7.900371313200896806e-01 2.099549580267056070e-01 4.272596053128357757e-08 7.867927243627667000e-06
1.471471471471471393e+00 7.887695258135832832e-01 2.112224591729909284e-01 4.328961697955321975e-08 7.971723808300173461e-06
1.481481481481481399e+00 7.875040515565918664e-01 2.124878284433743825e-01 4.385665658443195790e-08 8.076143376638937564e-06
1.491491491491491406e+00 7.862407049665740555e-01 2.137510694214678486e-01 4.442707356434645263e-08 8.181184883975128918e-06
1.501501501501501412e+00 7.849794824673377303e-01 2.150121856845320922e-01 4.500086214797203304e-08 8.286847267527196323e-06
1.511511511511511419e+00 7.837203804890282566e-01 2.162711808034882277e-01 4.557801657421408856e-08 8.393129466397440674e-06
1.521521521521521425e+00 7.824633954681173842e-01 2.175280583429293757e-01 4.615853109218948705e-08 8.500030421568589565e-06
1.531531531531531432e+00 7.812085238473914783e-01 2.187828218611321263e-01 4.674239996120796001e-08 8.607549075900378658e-06
1.541541541541541438e+00 7.799557620759398624e-01 2.200354749100680019e-01 4.732961745075352741e-08 8.715684374126121201e-06
1.551551551551551444e+00 7.787051066091437157e-01 2.212860210354150592e-01 4.792017784046589598e-08 8.824435262849282630e-06
1.561561561561561451e+00 7.774565539086640831e-01 2.225344637765693800e-01 4.851407542012185105e-08 8.933800690540065329e-06
1.571571571571571457e+00 7.762101004424307726e-01 2.237808066666566176e-01 4.911130448961669455e-08 9.043779607531976454e-06
1.581581581581581464e+00 7.749657426846305874e-01 2.250250532325435149e-01 4.971185935894559707e-08 9.154370966018404225e-06
1.591591591591591470e+00 7.737234767441782957e-01 2.262672073664777628e-01 5.031573374849404064e-08 9.265573609616912883e-06
1.601601601601601477e+00 7.724832992753903893e-01 2.275072724151427361e-01 5.092292225901637586e-08 9.377386544063796503e-06
1.611611611611611705e+00 7.712452069087941675e-01 2.287452517490178028e-01 5.153341945286752862e-08 9.489808768024147014e-06
1.621621621621621712e+00 7.700091961396107187e-01 2.299811488739290088e-01 5.214721967399542272e-08 9.602839239943704314e-06
1.631631631631631718e+00 7.687752634691376041e-01 2.312149672896244845e-01 5.276431727615604115e-08 9.716476920074345122e-06
1.641641641641641725e+00 7.675434054047347576e-01 2.324467104897875447e-01 5.338470662289199221e-08 9.830720770470147669e-06
1.651651651651651731e+00 7.663136184598124956e-01 2.336763819620498728e-01 5.400838208751120129e-08 9.945569754983452990e-06
1.661661661661661737e+00 7.650858991538173060e-01 2.349039851880048158e-01 5.463533805306557628e-08 1.006102283926094824e-05
1.671671671671671744e+00 7.638602440122190806e-01 2.361295236432206235e-01 5.526556891232962656e-08 1.017707899073971785e-05
1.681681681681681750e+00 7.626366495664980150e-01 2.373530007972536326e-01 5.589906906777915487e-08 1.029373717864333527e-05
1.691691691691691757e+00 7.614151123541309518e-01 2.385744201136615339e-01 5.653583293156987630e-08 1.041099637397790569e-05
1.701701701701701763e+00 7.601956289185783922e-01 2.397937850500165002e-01 5.717585492551608369e-08 1.052885554952815946e-05
1.711711711711711770e+00 7.589781958092715053e-01 2.410110990579185930e-01 5.781912948106933281e-08 1.064731367985350837e-05
1.721721721721721776e+00 7.577628095815982512e-01 2.422263655830088624e-01 5.846565103929704156e-08 1.076636974128411537e-05
1.731731731731731783e+00 7.565494667968908349e-01 2.434395880649825594e-01 5.911541405086119502e-08 1.088602271191696605e-05
1.741741741741741789e+00 7.553381640224123839e-01 2.446507699376024580e-01 5.976841297599696451e-08 1.100627157161193840e-05
1.751751751751751796e+00 7.541288978313430702e-01 2.458599146287120119e-01 6.042464228449136628e-08 1.112711530198787088e-05
1.761761761761761802e+00 7.529216648027678982e-01 2.470670255602486209e-01 6.108409645566195341e-08 1.124855288641863222e-05
1.771771771771771808e+00 7.517164615216626045e-01 2.482721061482568159e-01 6.174676997833540168e-08 1.137058331002918944e-05
1.781781781781781815e+00 7.505132845788808904e-01 2.494751598029014972e-01 6.241265735082622793e-08 1.149320555969167765e-05
1.791791791791791821e+00 7.493121305711409885e-01 2.506761899284812856e-01 6.308175308091540244e-08 1.161641862402146813e-05
1.801801801801801828e+00 7.481129961010128948e-01 2.518751999234414285e-01 6.375405168582904079e-08 1.174022149337323976e-05
1.811811811811811834e+00 7.469158777769042690e-01 2.530721931803875391e-01 6.442954769221700300e-08 1.186461315983704883e-05
1.821821821821821841e+00 7.457207722130482219e-01 2.542671730860983081e-01 6.510823563613159863e-08 1.198959261723439197e-05
1.831831831831831847e+00 7.445276760294892160e-01 2.554601430215389657e-01 6.579011006300621242e-08 1.211515886111428276e-05
1.841841841841841854e+00 7.433365858520705194e-01 2.566511063618745481e-01 6.647516552763398287e-08 1.224131088874931807e-05
1.851851851851851860e+00 7.421474983124205504e-01 2.578400664764831651e-01 6.716339659414642792e-08 1.236804769913174615e-05
1.861861861861861867e+00 7.409604100479396660e-01 2.590270267289689343e-01 6.785479783599212352e-08 1.249536829296953636e-05
1.871871871871871873e+00 7.397753177017872828e-01 2.602119904771755809e-01 6.854936383591531606e-08 1.262327167268244731e-05
1.881881881881881879e+00 7.385922179228684437e-01 2.613949610731993722e-01 6.924708918593465388e-08 1.275175684239809995e-05
1.891891891891891886e+00 7.374111073658203841e-01 2.625759418634025510e-01 6.994796848732176003e-08 1.288082280794804398e-05
1.901901901901901892e+00 7.362319826909996534e-01 2.637549361884264920e-01 7.065199635057991080e-08 1.301046857686382255e-05
1.911911911911911899e+00 7.350548405644687922e-01 2.649319473832048577e-01 7.135916739542274085e-08 1.314069315837305384e-05
1.921921921921921905e+00 7.338796776579827874e-01 2.661069787769769768e-01 7.206947625075281587e-08 1.327149556339548562e-05
1.931931931931931912e+00 7.327064906489765272e-01 2.672800336933008336e-01 7.278291755464035089e-08 1.340287480453907348e-05
1.941941941941941918e+00 7.315352756898138020e-01 2.684511159809621073e-01 7.349948509761178666e-08 1.353482973833774303e-05
1.951951951951951925e+00 7.303660298806133877e-01 2.696202285407087174e-01 7.421917420001339074e-08 1.366735950303965888e-05
1.961961961961961931e+00 7.291987499611020107e-01 2.707873746337879917e-01 7.494197960046440941e-08 1.380046312976875082e-05
1.971971971971971938e+00 7.280334326269860545e-01 2.719525575654808125e-01 7.566789596652879787e-08 1.393413963656419882e-05
1.981981981981981944e+00 7.268700745794488549e-01 2.731157806355894446e-01 7.639691797461090154e-08 1.406838804309314460e-05
1.991991991991991950e+00 7.257086725251354897e-01 2.742770471384529674e-01 7.712904030993114360e-08 1.420320737064619050e-05
2.002002002002002179e+00 7.245492231761373469e-01 2.754363603629621515e-01 7.786425766650160656e-08 1.433859664213291019e-05
2.012012012012012185e+00 7.233917232499776917e-01 2.765937235925748361e-01 7.860256474710160070e-08 1.447455488207735603e-05
2.022022022022022192e+00 7.222361694695959011e-01 2.777491401053305831e-01 7.934395626325335156e-08 1.461108111661357485e-05
2.032032032032032198e+00 7.210825585633324764e-01 2.789026131738664427e-01 8.008842693519762129e-08 1.474817437348111195e-05
2.042042042042042205e+00 7.199308872649143876e-01 2.800541460654314974e-01 8.083597149186922407e-08 1.488583368202052176e-05
2.052052052052052211e+00 7.187811523134394198e-01 2.812037420419021272e-01 8.158658467087275336e-08 1.502405807316887690e-05
2.062062062062062218e+00 7.176333504533612961e-01 2.823514043597973311e-01 8.234026121845812378e-08 1.516284657945528232e-05
2.072072072072072224e+00 7.164874784344748004e-01 2.834971362702936593e-01 8.309699588949619248e-08 1.530219823499637412e-05
2.082082082082082231e+00 7.153435330119001234e-01 2.846409410192402012e-01 8.385678344745440696e-08 1.544211207549183709e-05
2.092092092092092237e+00 7.142015109460684297e-01 2.857828218471740733e-01 8.461961866437237339e-08 1.558258713821991033e-05
2.102102102102102243e+00 7.130614090027058705e-01 2.869227819893351294e-01 8.538549632083751771e-08 1.572362246203290136e-05
2.112112112112112250e+00 7.119232239528194839e-01 2.880608246756813373e-01 8.615441120596069372e-08 1.586521708735269350e-05
2.122122122122122256e+00 7.107869525726813187e-01 2.891969531309037666e-01 8.692635811735171176e-08 1.600737005616624298e-05
2.132132132132132263e+00 7.096525916438137793e-01 2.903311705744416882e-01 8.770133186109509237e-08 1.615008041202111342e-05
2.142142142142142269e+00 7.085201379529741939e-01 2.914634802204978947e-01 8.847932725172556854e-08 1.629334720002096284e-05
2.152152152152152276e+00 7.073895882921399370e-01 2.925938852780534671e-01 8.926033911220374675e-08 1.643716946682106115e-05
2.162162162162162282e+00 7.062609394584932199e-01 2.937223889508832619e-01 9.004436227389172828e-08 1.658154626062379749e-05
2.172172172172172289e+00 7.051341882544059914e-01 2.948489944375706218e-01 9.083139157652867761e-08 1.672647663117419773e-05
2.182182182182182295e+00 7.040093314874248387e-01 2.959737049315228630e-01 9.162142186820648347e-08 1.687195962975542165e-05
2.192192192192192302e+00 7.028863659702559996e-01 2.970965236209861526e-01 9.241444800534536693e-08 1.701799430918428044e-05
2.202202202202202308e+00 7.017652885207499303e-01 2.982174536890607186e-01 9.321046485266944978e-08 1.716457972380674063e-05
2.212212212212212314e+00 7.006460959618866502e-01 2.993364983137158930e-01 9.400946728318242884e-08 1.731171492949343824e-05
2.222222222222222321e+00 6.995287851217601993e-01 3.004536606678053223e-01 9.481145017814317077e-08 1.745939898363518946e-05
2.232232232232232327e+00 6.984133528335637608e-01 3.015689439190820664e-01 9.561640842704128052e-08 1.760763094513848788e-05
2.242242242242242334e+00 6.972997959355744513e-01 3.026823512302134755e-01 9.642433692757277556e-08 1.775640987442102871e-05
2.252252252252252340e+00 6.961881112711385544e-01 3.037938857587967334e-01 9.723523058561568075e-08 1.790573483340721276e-05
2.262262262262262347e+00 6.950782956886558672e-01 3.049035506573735677e-01 9.804908431520563647e-08 1.805560488552365378e-05
2.272272272272272353e+00 6.939703460415650449e-01 3.060113490734456265e-01 9.886589303851149345e-08 1.820601909569468239e-05
2.282282282282282360e+00 6.928642592429135050e-01 3.071172840948876437e-01 9.968565177392254381e-08 1.835697654656349461e-05
2.292292292292292366e+00 6.917600325886745782e-01 3.082213584265341422e-01 1.005083561579448408e-07 1.850847643459863437e-05
2.302302302302302373e+00 6.906576625247029533e-01 3.093235756235925282e-01 1.013340004548265959e-07 1.866051770356925765e-05
2.312312312312312379e+00 6.895571459282775484e-01 3.104239388097168040e-01 1.021625796252192592e-07 1.881309942548621666e-05
