t(s)            Temperature(K)  Pressure(Pa)    Density(kg/m3)  Mass(kg)        Volume(m3)      IntEnergy(J/kg) mdot_in(kg/s)   mdot_out(kg/s)  mdot_surf(kg/s) mdot(kg/s)      
2.80000000e-04  3.73150000e+02  1.01329636e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.08447864e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-04  3.73150000e+02  1.01330380e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.09312850e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-04  3.73150000e+02  1.01331124e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.10177449e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-04  3.73150000e+02  1.01331867e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.11041661e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-04  3.73150000e+02  1.01332610e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.11905488e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-04  3.73150000e+02  1.01333352e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.12768928e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-04  3.73150000e+02  1.01334094e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.13631983e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-04  3.73150000e+02  1.01334836e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.14494652e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-04  3.73150000e+02  1.01335578e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.15356936e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-04  3.73150000e+02  1.01336319e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.16218835e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-04  3.73150000e+02  1.01337060e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.17080350e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-04  3.73150000e+02  1.01337801e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.17941480e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-04  3.73150000e+02  1.01338541e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.18802226e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-04  3.73150000e+02  1.01339281e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.19662588e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-04  3.73150000e+02  1.01340020e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.20522567e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-04  3.73150000e+02  1.01340760e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.21382162e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-03  3.73150000e+02  1.01341499e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.22241374e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-03  3.73150000e+02  1.01348870e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.30812480e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-03  3.73150000e+02  1.01356208e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.39345556e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-03  3.73150000e+02  1.01363514e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.47840854e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-03  3.73150000e+02  1.01370788e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.56298624e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-03  3.73150000e+02  1.01378029e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.64719115e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-03  3.73150000e+02  1.01385239e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.73102572e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-03  3.73150000e+02  1.01392417e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.81449241e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-03  3.73150000e+02  1.01399564e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.89759361e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-03  3.73150000e+02  1.01406680e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -5.98033174e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-03  3.73150000e+02  1.01413764e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.06270915e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-03  3.73150000e+02  1.01420818e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.14472820e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-03  3.73150000e+02  1.01427841e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.22639124e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-03  3.73150000e+02  1.01434833e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.30770056e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-03  3.73150000e+02  1.01441796e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.38865847e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-03  3.73150000e+02  1.01448728e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.46926724e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-03  3.73150000e+02  1.01455631e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.54952912e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-03  3.73150000e+02  1.01462503e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.62944635e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-03  3.73150000e+02  1.01469347e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.70902114e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-03  3.73150000e+02  1.01476161e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.78825569e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-02  3.73150000e+02  1.01482946e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -6.86715216e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-02  3.73150000e+02  1.01549238e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -7.63798925e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-02  3.73150000e+02  1.01612818e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -8.37728317e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-02  3.73150000e+02  1.01673847e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -9.08693130e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-02  3.73150000e+02  1.01732478e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -9.76868176e+05 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-02  3.73150000e+02  1.01788848e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.04241480e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-02  3.73150000e+02  1.01843086e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.10548212e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-02  3.73150000e+02  1.01895311e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.16620820e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-02  3.73150000e+02  1.01945632e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.22472103e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-02  3.73150000e+02  1.01994151e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.28113945e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-02  3.73150000e+02  1.02040965e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.33557393e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-02  3.73150000e+02  1.02086161e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.38812730e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-02  3.73150000e+02  1.02129822e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.43889543e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-02  3.73150000e+02  1.02172024e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.48796777e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-02  3.73150000e+02  1.02212840e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.53542787e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-02  3.73150000e+02  1.02252336e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.58135391e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
