t(s)            Temperature(K)  Pressure(Pa)    Density(kg/m3)  Mass(kg)        Volume(m3)      IntEnergy(J/kg) mdot_in(kg/s)   mdot_out(kg/s)  mdot_surf(kg/s) mdot(kg/s)      
8.20000000e-02  3.73150000e+02  1.02290576e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.62581908e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-02  3.73150000e+02  1.02327619e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.66889201e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-02  3.73150000e+02  1.02363520e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.71063706e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-02  3.73150000e+02  1.02398331e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.75111471e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e-01  3.73150000e+02  1.02432100e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -1.79038182e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e-01  3.73150000e+02  1.02721477e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -2.12686591e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e-01  3.73150000e+02  1.02944234e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -2.38588617e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e-01  3.73150000e+02  1.03121003e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -2.59143136e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e-01  3.73150000e+02  1.03264693e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -2.75851198e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.25000000e-01  3.73150000e+02  1.03383794e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -2.89700131e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.70000000e-01  3.73150000e+02  1.03484120e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.01365984e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.15000000e-01  3.73150000e+02  1.03569787e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.11327239e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
4.60000000e-01  3.73150000e+02  1.03643789e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.19932069e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.05000000e-01  3.73150000e+02  1.03708356e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.27439868e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.50000000e-01  3.73150000e+02  1.03765185e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.34047858e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.95000000e-01  3.73150000e+02  1.03815588e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.39908655e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.40000000e-01  3.73150000e+02  1.03860596e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.45142211e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
6.85000000e-01  3.73150000e+02  1.03901033e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.49844104e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.30000000e-01  3.73150000e+02  1.03937560e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.54091434e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
7.75000000e-01  3.73150000e+02  1.03970718e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.57947080e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.20000000e-01  3.73150000e+02  1.04000954e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.61462834e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
8.65000000e-01  3.73150000e+02  1.04028636e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.64681742e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.10000000e-01  3.73150000e+02  1.04054076e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.67639879e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
9.55000000e-01  3.73150000e+02  1.04077536e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.70367699e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.00000000e+00  3.73150000e+02  1.04099237e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.72891093e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.45000000e+00  3.73150000e+02  1.04251182e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -3.90559147e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.90000000e+00  3.73150000e+02  1.04338037e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -4.00658559e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.35000000e+00  3.73150000e+02  1.04394249e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -4.07194783e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.80000000e+00  3.73150000e+02  1.04433602e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -4.11770752e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
3.00000000e+00  3.73150000e+02  1.04447541e+05  6.04897058e+00  6.04897058e-06  1.00000000e-06  -4.13391529e+06 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
