# Transient Gas Mole fractions
t(s)            CH3CH2Br        TBAF            CH3CH2F         TBABr           C2H4            HF              
9.10000000e-08  4.99951974e-01  4.99951974e-01  2.71407899e-05  4.10643364e-05  1.39235465e-05  1.39235465e-05  
9.55000000e-08  4.99949599e-01  4.99949599e-01  2.84827816e-05  4.30947858e-05  1.46120041e-05  1.46120041e-05  
1.00000000e-07  4.99947225e-01  4.99947225e-01  2.98247606e-05  4.51252158e-05  1.53004552e-05  1.53004552e-05  
1.45000000e-07  4.99923479e-01  4.99923479e-01  4.32438490e-05  6.54284555e-05  2.21846064e-05  2.21846064e-05  
1.90000000e-07  4.99899736e-01  4.99899736e-01  5.66616631e-05  8.57297670e-05  2.90681039e-05  2.90681039e-05  
2.35000000e-07  4.99875995e-01  4.99875995e-01  7.00782027e-05  1.06029150e-04  3.59509475e-05  3.59509475e-05  
2.80000000e-07  4.99852257e-01  4.99852257e-01  8.34934679e-05  1.26326605e-04  4.28331373e-05  4.28331373e-05  
3.25000000e-07  4.99828521e-01  4.99828521e-01  9.69074593e-05  1.46622133e-04  4.97146737e-05  4.97146737e-05  
3.70000000e-07  4.99804786e-01  4.99804786e-01  1.10320177e-04  1.66915733e-04  5.65955565e-05  5.65955565e-05  
4.15000000e-07  4.99781055e-01  4.99781055e-01  1.23731620e-04  1.87207406e-04  6.34757857e-05  6.34757857e-05  
4.60000000e-07  4.99757325e-01  4.99757325e-01  1.37141790e-04  2.07497152e-04  7.03553618e-05  7.03553618e-05  
5.05000000e-07  4.99733598e-01  4.99733598e-01  1.50550687e-04  2.27784972e-04  7.72342846e-05  7.72342846e-05  
5.50000000e-07  4.99709873e-01  4.99709873e-01  1.63958311e-04  2.48070865e-04  8.41125541e-05  8.41125541e-05  
5.95000000e-07  4.99686150e-01  4.99686150e-01  1.77364661e-04  2.68354832e-04  9.09901707e-05  9.09901707e-05  
6.40000000e-07  4.99662430e-01  4.99662430e-01  1.90769739e-04  2.88636874e-04  9.78671344e-05  9.78671344e-05  
6.85000000e-07  4.99638711e-01  4.99638711e-01  2.04173545e-04  3.08916990e-04  1.04743445e-04  1.04743445e-04  
7.30000000e-07  4.99614995e-01  4.99614995e-01  2.17576077e-04  3.29195180e-04  1.11619103e-04  1.11619103e-04  
7.75000000e-07  4.99591282e-01  4.99591282e-01  2.30977338e-04  3.49471446e-04  1.18494108e-04  1.18494108e-04  
8.20000000e-07  4.99567570e-01  4.99567570e-01  2.44377326e-04  3.69745786e-04  1.25368461e-04  1.25368461e-04  
8.65000000e-07  4.99543861e-01  4.99543861e-01  2.57776042e-04  3.90018203e-04  1.32242161e-04  1.32242161e-04  
9.10000000e-07  4.99520154e-01  4.99520154e-01  2.71173487e-04  4.10288695e-04  1.39115208e-04  1.39115208e-04  
9.55000000e-07  4.99496449e-01  4.99496449e-01  2.84569660e-04  4.30557263e-04  1.45987604e-04  1.45987604e-04  
1.00000000e-06  4.99472746e-01  4.99472746e-01  2.97964561e-04  4.50823908e-04  1.52859347e-04  1.52859347e-04  
1.45000000e-06  4.99235845e-01  4.99235845e-01  4.31843689e-04  6.53384613e-04  2.21540924e-04  2.21540924e-04  
1.90000000e-06  4.98999168e-01  4.98999168e-01  5.65595877e-04  8.55753257e-04  2.90157380e-04  2.90157380e-04  
2.35000000e-06  4.98762715e-01  4.98762715e-01  6.99221307e-04  1.05793011e-03  3.58708807e-04  3.58708807e-04  
2.80000000e-06  4.98526487e-01  4.98526487e-01  8.32720159e-04  1.25991546e-03  4.27195298e-04  4.27195298e-04  
3.25000000e-06  4.98290482e-01  4.98290482e-01  9.66092612e-04  1.46170956e-03  4.95616945e-04  4.95616945e-04  
3.70000000e-06  4.98054700e-01  4.98054700e-01  1.09933885e-03  1.66331269e-03  5.63973841e-04  5.63973841e-04  
4.15000000e-06  4.97819142e-01  4.97819142e-01  1.23245904e-03  1.86472512e-03  6.32266078e-04  6.32266078e-04  
4.60000000e-06  4.97583806e-01  4.97583806e-01  1.36545338e-03  2.06594713e-03  7.00493746e-04  7.00493746e-04  
5.05000000e-06  4.97348693e-01  4.97348693e-01  1.49832203e-03  2.26697897e-03  7.68656938e-04  7.68656938e-04  
5.50000000e-06  4.97113801e-01  4.97113801e-01  1.63106518e-03  2.46782093e-03  8.36755745e-04  8.36755745e-04  
5.95000000e-06  4.96879132e-01  4.96879132e-01  1.76368300e-03  2.66847326e-03  9.04790257e-04  9.04790257e-04  
6.40000000e-06  4.96644683e-01  4.96644683e-01  1.89617568e-03  2.86893624e-03  9.72760566e-04  9.72760566e-04  
6.85000000e-06  4.96410456e-01  4.96410456e-01  2.02854338e-03  3.06921014e-03  1.04066676e-03  1.04066676e-03  
7.30000000e-06  4.96176450e-01  4.96176450e-01  2.16078628e-03  3.26929522e-03  1.10850894e-03  1.10850894e-03  
7.75000000e-06  4.95942665e-01  4.95942665e-01  2.29290457e-03  3.46919175e-03  1.17628718e-03  1.17628718e-03  
8.20000000e-06  4.95709099e-01  4.95709099e-01  2.42489841e-03  3.66890000e-03  1.24400159e-03  1.24400159e-03  
8.65000000e-06  4.95475754e-01  4.95475754e-01  2.55676799e-03  3.86842023e-03  1.31165224e-03  1.31165224e-03  
9.10000000e-06  4.95242628e-01  4.95242628e-01  2.68851347e-03  4.06775270e-03  1.37923923e-03  1.37923923e-03  
9.55000000e-06  4.95009721e-01  4.95009721e-01  2.82013504e-03  4.26689769e-03  1.44676265e-03  1.44676265e-03  
1.00000000e-05  4.94777033e-01  4.94777033e-01  2.95163286e-03  4.46585546e-03  1.51422260e-03  1.51422260e-03  
1.45000000e-05  4.92462131e-01  4.92462131e-01  4.25984347e-03  6.44519359e-03  2.18535012e-03  2.18535012e-03  
1.90000000e-05  4.90168790e-01  4.90168790e-01  5.55586971e-03  8.40609663e-03  2.85022692e-03  2.85022692e-03  
2.35000000e-05  4.87896709e-01  4.87896709e-01  6.83988105e-03  1.03488210e-02  3.50893994e-03  3.50893994e-03  
2.80000000e-05  4.85645595e-01  4.85645595e-01  8.11204378e-03  1.22736183e-02  4.16157447e-03  4.16157447e-03  
3.25000000e-05  4.83415157e-01  4.83415157e-01  9.37252112e-03  1.41807354e-02  4.80821427e-03  4.80821427e-03  
3.70000000e-05  4.81205114e-01  4.81205114e-01  1.06214734e-02  1.60704149e-02  5.44894156e-03  5.44894156e-03  
4.15000000e-05  4.79015186e-01  4.79015186e-01  1.18590579e-02  1.79428950e-02  6.08383709e-03  6.08383709e-03  
4.60000000e-05  4.76845101e-01  4.76845101e-01  1.30854292e-02  1.97984093e-02  6.71298009e-03  6.71298009e-03  
5.05000000e-05  4.74694588e-01  4.74694588e-01  1.43007391e-02  2.16371876e-02  7.33644845e-03  7.33644845e-03  
5.50000000e-05  4.72563386e-01  4.72563386e-01  1.55051363e-02  2.34594547e-02  7.95431845e-03  7.95431845e-03  
5.95000000e-05  4.70451235e-01  4.70451235e-01  1.66987671e-02  2.52654323e-02  8.56666518e-03  8.56666518e-03  
6.40000000e-05  4.68357881e-01  4.68357881e-01  1.78817753e-02  2.70553376e-02  9.17356237e-03  9.17356237e-03  
6.85000000e-05  4.66283074e-01  4.66283074e-01  1.90543021e-02  2.88293846e-02  9.77508250e-03  9.77508250e-03  
7.30000000e-05  4.64226569e-01  4.64226569e-01  2.02164862e-02  3.05877829e-02  1.03712967e-02  1.03712967e-02  
7.75000000e-05  4.62188124e-01  4.62188124e-01  2.13684640e-02  3.23307389e-02  1.09622749e-02  1.09622749e-02  
8.20000000e-05  4.60167502e-01  4.60167502e-01  2.25103692e-02  3.40584550e-02  1.15480858e-02  1.15480858e-02  
8.65000000e-05  4.58164471e-01  4.58164471e-01  2.36423334e-02  3.57711302e-02  1.21287969e-02  1.21287969e-02  
9.10000000e-05  4.56178803e-01  4.56178803e-01  2.47644857e-02  3.74689600e-02  1.27044743e-02  1.27044743e-02  
9.55000000e-05  4.54210272e-01  4.54210272e-01  2.58769533e-02  3.91521366e-02  1.32751833e-02  1.32751833e-02  
1.00000000e-04  4.52258657e-01  4.52258657e-01  2.69798610e-02  4.08208490e-02  1.38409880e-02  1.38409880e-02  
1.45000000e-04  4.33626920e-01  4.33626920e-01  3.75091350e-02  5.67517652e-02  1.92426302e-02  1.92426302e-02  
1.90000000e-04  4.16469589e-01  4.16469589e-01  4.72051840e-02  7.14220021e-02  2.42168181e-02  2.42168181e-02  
2.35000000e-04  4.00618311e-01  4.00618311e-01  5.61631490e-02  8.49755092e-02  2.88123602e-02  2.88123602e-02  
2.80000000e-04  3.85929423e-01  3.85929423e-01  6.44642172e-02  9.75351236e-02  3.30709064e-02  3.30709064e-02  
3.25000000e-04  3.72279590e-01  3.72279590e-01  7.21780889e-02  1.09206303e-01  3.70282139e-02  3.70282139e-02  
3.70000000e-04  3.59562328e-01  3.59562328e-01  7.93649410e-02  1.20080095e-01  4.07151541e-02  4.07151541e-02  
4.15000000e-04  3.47685222e-01  3.47685222e-01  8.60769993e-02  1.30235519e-01  4.41585195e-02  4.41585195e-02  
4.60000000e-04  3.36567677e-01  3.36567677e-01  9.23598095e-02  1.39741485e-01  4.73816755e-02  4.73816755e-02  
5.05000000e-04  3.26139090e-01  3.26139090e-01  9.82532725e-02  1.48658364e-01  5.04050918e-02  5.04050918e-02  
5.50000000e-04  3.16337341e-01  3.16337341e-01  1.03792493e-01  1.57039270e-01  5.32467773e-02  5.32467773e-02  
5.95000000e-04  3.07107565e-01  3.07107565e-01  1.09008477e-01  1.64931116e-01  5.59226389e-02  5.59226389e-02  
6.40000000e-04  2.98401115e-01  2.98401115e-01  1.13928716e-01  1.72375496e-01  5.84467797e-02  5.84467797e-02  
6.85000000e-04  2.90174708e-01  2.90174708e-01  1.18577670e-01  1.79409418e-01  6.08317481e-02  6.08317481e-02  
7.30000000e-04  2.82389708e-01  2.82389708e-01  1.22977174e-01  1.86065919e-01  6.30887456e-02  6.30887456e-02  
7.75000000e-04  2.75011516e-01  2.75011516e-01  1.27146780e-01  1.92374582e-01  6.52278029e-02  6.52278029e-02  
8.20000000e-04  2.68009057e-01  2.68009057e-01  1.31104049e-01  1.98361978e-01  6.72579290e-02  6.72579290e-02  
8.65000000e-04  2.61354343e-01  2.61354343e-01  1.34864799e-01  2.04052038e-01  6.91872383e-02  6.91872383e-02  
9.10000000e-04  2.55022098e-01  2.55022098e-01  1.38443314e-01  2.09466373e-01  7.10230588e-02  7.10230588e-02  
9.55000000e-04  2.48989436e-01  2.48989436e-01  1.41852526e-01  2.14624551e-01  7.27720250e-02  7.27720250e-02  
1.00000000e-03  2.43235590e-01  2.43235590e-01  1.45104173e-01  2.19544331e-01  7.44401582e-02  7.44401582e-02  
1.45000000e-03  1.97577751e-01  1.97577751e-01  1.70906592e-01  2.58583696e-01  8.76771045e-02  8.76771045e-02  
1.90000000e-03  1.66351796e-01  1.66351796e-01  1.88553182e-01  2.85283197e-01  9.67300144e-02  9.67300144e-02  
2.35000000e-03  1.43648957e-01  1.43648957e-01  2.01383141e-01  3.04695075e-01  1.03311935e-01  1.03311935e-01  
2.80000000e-03  1.26398712e-01  1.26398712e-01  2.11131698e-01  3.19444758e-01  1.08313060e-01  1.08313060e-01  
3.25000000e-03  1.12847315e-01  1.12847315e-01  2.18789941e-01  3.31031770e-01  1.12241829e-01  1.12241829e-01  
3.70000000e-03  1.01920287e-01  1.01920287e-01  2.24965086e-01  3.40374837e-01  1.15409752e-01  1.15409752e-01  
4.15000000e-03  9.29225763e-02  9.29225763e-02  2.30049923e-01  3.48068257e-01  1.18018334e-01  1.18018334e-01  
4.60000000e-03  8.53846610e-02  8.53846610e-02  2.34309793e-01  3.54513490e-01  1.20203697e-01  1.20203697e-01  
5.05000000e-03  7.89779396e-02  7.89779396e-02  2.37930396e-01  3.59991506e-01  1.22061109e-01  1.22061109e-01  
5.50000000e-03  7.34655520e-02  7.34655520e-02  2.41045588e-01  3.64704828e-01  1.23659240e-01  1.23659240e-01  
5.95000000e-03  6.86724517e-02  6.86724517e-02  2.43754293e-01  3.68803130e-01  1.25048837e-01  1.25048837e-01  
6.40000000e-03  6.44664767e-02  6.44664767e-02  2.46131197e-01  3.72399415e-01  1.26268217e-01  1.26268217e-01  
6.85000000e-03  6.07459752e-02  6.07459752e-02  2.48233748e-01  3.75580599e-01  1.27346851e-01  1.27346851e-01  
7.30000000e-03  5.74314781e-02  5.74314781e-02  2.50106856e-01  3.78414633e-01  1.28307777e-01  1.28307777e-01  
7.75000000e-03  5.44599659e-02  5.44599659e-02  2.51786134e-01  3.80955401e-01  1.29169267e-01  1.29169267e-01  
8.20000000e-03  5.17808194e-02  5.17808194e-02  2.53300189e-01  3.83246183e-01  1.29945995e-01  1.29945995e-01  
8.65000000e-03  4.93529132e-02  4.93529132e-02  2.54672261e-01  3.85322145e-01  1.30649884e-01  1.30649884e-01  
9.10000000e-03  4.71424896e-02  4.71424896e-02  2.55921428e-01  3.87212150e-01  1.31290722e-01  1.31290722e-01  
9.55000000e-03  4.51215794e-02  4.51215794e-02  2.57063496e-01  3.88940113e-01  1.31876616e-01  1.31876616e-01  
1.00000000e-02  4.32668123e-02  4.32668123e-02  2.58111673e-01  3.90526016e-01  1.32414343e-01  1.32414343e-01  
1.45000000e-02  3.06626344e-02  3.06626344e-02  2.65234618e-01  4.01303117e-01  1.36068498e-01  1.36068498e-01  
1.90000000e-02  2.37453188e-02  2.37453188e-02  2.69143772e-01  4.07217711e-01  1.38073940e-01  1.38073940e-01  
2.35000000e-02  1.93745340e-02  1.93745340e-02  2.71613815e-01  4.10954916e-01  1.39341101e-01  1.39341101e-01  
2.80000000e-02  1.63626690e-02  1.63626690e-02  2.73315897e-01  4.13530186e-01  1.40214289e-01  1.40214289e-01  
3.25000000e-02  1.41612363e-02  1.41612363e-02  2.74559984e-01  4.15412504e-01  1.40852520e-01  1.40852520e-01  
3.70000000e-02  1.24819194e-02  1.24819194e-02  2.75509009e-01  4.16848390e-01  1.41339381e-01  1.41339381e-01  
4.00000000e-02  1.15674334e-02  1.15674334e-02  2.76025809e-01  4.17630314e-01  1.41604505e-01  1.41604505e-01  
