# Transient Gas Mole fractions
t(s)            CH3CH2Br        TBAF            CH3CH2F         TBABr           C2H4            HF              
9.10000000e-08  5.00000000e-01  5.00000000e-01  3.24396640e-11  3.24449338e-11  5.26974855e-15  5.26974855e-15  
9.55000000e-08  5.00000000e-01  5.00000000e-01  3.40438232e-11  3.40493536e-11  5.53034051e-15  5.53034051e-15  
1.00000000e-07  5.00000000e-01  5.00000000e-01  3.56479824e-11  3.56537734e-11  5.79093247e-15  5.79093247e-15  
1.45000000e-07  5.00000000e-01  5.00000000e-01  5.16895745e-11  5.16979714e-11  8.39685208e-15  8.39685208e-15  
1.90000000e-07  5.00000000e-01  5.00000000e-01  6.77311666e-11  6.77421694e-11  1.10027717e-14  1.10027717e-14  
2.35000000e-07  5.00000000e-01  5.00000000e-01  8.37727587e-11  8.37863674e-11  1.36086913e-14  1.36086913e-14  
2.80000000e-07  5.00000000e-01  5.00000000e-01  9.98143508e-11  9.98305654e-11  1.62146109e-14  1.62146109e-14  
3.25000000e-07  5.00000000e-01  5.00000000e-01  1.15855943e-10  1.15874763e-10  1.88205305e-14  1.88205305e-14  
3.70000000e-07  5.00000000e-01  5.00000000e-01  1.31897535e-10  1.31918961e-10  2.14264501e-14  2.14264501e-14  
4.15000000e-07  5.00000000e-01  5.00000000e-01  1.47939127e-10  1.47963159e-10  2.40323697e-14  2.40323697e-14  
4.60000000e-07  5.00000000e-01  5.00000000e-01  1.63980719e-10  1.64007357e-10  2.66382894e-14  2.66382894e-14  
5.05000000e-07  5.00000000e-01  5.00000000e-01  1.80022311e-10  1.80051555e-10  2.92442090e-14  2.92442090e-14  
5.50000000e-07  5.00000000e-01  5.00000000e-01  1.96063903e-10  1.96095753e-10  3.18501286e-14  3.18501286e-14  
5.95000000e-07  5.00000000e-01  5.00000000e-01  2.12105495e-10  2.12139951e-10  3.44560482e-14  3.44560482e-14  
6.40000000e-07  5.00000000e-01  5.00000000e-01  2.28147087e-10  2.28184149e-10  3.70619678e-14  3.70619678e-14  
6.85000000e-07  5.00000000e-01  5.00000000e-01  2.44188679e-10  2.44228347e-10  3.96678874e-14  3.96678874e-14  
7.30000000e-07  5.00000000e-01  5.00000000e-01  2.60230271e-10  2.60272545e-10  4.22738070e-14  4.22738070e-14  
7.75000000e-07  5.00000000e-01  5.00000000e-01  2.76271863e-10  2.76316743e-10  4.48797266e-14  4.48797266e-14  
8.20000000e-07  5.00000000e-01  5.00000000e-01  2.92313456e-10  2.92360941e-10  4.74856462e-14  4.74856462e-14  
8.65000000e-07  5.00000000e-01  5.00000000e-01  3.08355048e-10  3.08405139e-10  5.00915658e-14  5.00915658e-14  
9.10000000e-07  5.00000000e-01  5.00000000e-01  3.24396640e-10  3.24449337e-10  5.26974854e-14  5.26974854e-14  
9.55000000e-07  5.00000000e-01  5.00000000e-01  3.40438232e-10  3.40493535e-10  5.53034050e-14  5.53034050e-14  
1.00000000e-06  5.00000000e-01  5.00000000e-01  3.56479824e-10  3.56537733e-10  5.79093246e-14  5.79093246e-14  
1.45000000e-06  4.99999999e-01  4.99999999e-01  5.16895744e-10  5.16979713e-10  8.39685207e-14  8.39685207e-14  
1.90000000e-06  4.99999999e-01  4.99999999e-01  6.77311665e-10  6.77421692e-10  1.10027717e-13  1.10027717e-13  
2.35000000e-06  4.99999999e-01  4.99999999e-01  8.37727585e-10  8.37863672e-10  1.36086913e-13  1.36086913e-13  
2.80000000e-06  4.99999999e-01  4.99999999e-01  9.98143505e-10  9.98305651e-10  1.62146109e-13  1.62146109e-13  
3.25000000e-06  4.99999999e-01  4.99999999e-01  1.15855943e-09  1.15874763e-09  1.88205305e-13  1.88205305e-13  
3.70000000e-06  4.99999999e-01  4.99999999e-01  1.31897535e-09  1.31918961e-09  2.14264501e-13  2.14264501e-13  
4.15000000e-06  4.99999999e-01  4.99999999e-01  1.47939127e-09  1.47963159e-09  2.40323697e-13  2.40323697e-13  
4.60000000e-06  4.99999998e-01  4.99999998e-01  1.63980718e-09  1.64007357e-09  2.66382892e-13  2.66382892e-13  
5.05000000e-06  4.99999998e-01  4.99999998e-01  1.80022310e-09  1.80051555e-09  2.92442088e-13  2.92442088e-13  
5.50000000e-06  4.99999998e-01  4.99999998e-01  1.96063902e-09  1.96095752e-09  3.18501284e-13  3.18501284e-13  
5.95000000e-06  4.99999998e-01  4.99999998e-01  2.12105494e-09  2.12139950e-09  3.44560480e-13  3.44560480e-13  
6.40000000e-06  4.99999998e-01  4.99999998e-01  2.28147086e-09  2.28184148e-09  3.70619676e-13  3.70619676e-13  
6.85000000e-06  4.99999998e-01  4.99999998e-01  2.44188678e-09  2.44228346e-09  3.96678871e-13  3.96678871e-13  
7.30000000e-06  4.99999997e-01  4.99999997e-01  2.60230270e-09  2.60272543e-09  4.22738067e-13  4.22738067e-13  
7.75000000e-06  4.99999997e-01  4.99999997e-01  2.76271862e-09  2.76316741e-09  4.48797263e-13  4.48797263e-13  
8.20000000e-06  4.99999997e-01  4.99999997e-01  2.92313453e-09  2.92360939e-09  4.74856459e-13  4.74856459e-13  
8.65000000e-06  4.99999997e-01  4.99999997e-01  3.08355045e-09  3.08405137e-09  5.00915654e-13  5.00915654e-13  
9.10000000e-06  4.99999997e-01  4.99999997e-01  3.24396637e-09  3.24449334e-09  5.26974850e-13  5.26974850e-13  
9.55000000e-06  4.99999997e-01  4.99999997e-01  3.40438229e-09  3.40493532e-09  5.53034046e-13  5.53034046e-13  
1.00000000e-05  4.99999996e-01  4.99999996e-01  3.56479821e-09  3.56537730e-09  5.79093241e-13  5.79093241e-13  
1.45000000e-05  4.99999995e-01  4.99999995e-01  5.16895738e-09  5.16979707e-09  8.39685197e-13  8.39685197e-13  
1.90000000e-05  4.99999993e-01  4.99999993e-01  6.77311655e-09  6.77421682e-09  1.10027715e-12  1.10027715e-12  
2.35000000e-05  4.99999992e-01  4.99999992e-01  8.37727570e-09  8.37863657e-09  1.36086910e-12  1.36086910e-12  
2.80000000e-05  4.99999990e-01  4.99999990e-01  9.98143485e-09  9.98305631e-09  1.62146105e-12  1.62146105e-12  
3.25000000e-05  4.99999988e-01  4.99999988e-01  1.15855940e-08  1.15874760e-08  1.88205300e-12  1.88205300e-12  
3.70000000e-05  4.99999987e-01  4.99999987e-01  1.31897531e-08  1.31918958e-08  2.14264495e-12  2.14264495e-12  
4.15000000e-05  4.99999985e-01  4.99999985e-01  1.47939122e-08  1.47963155e-08  2.40323690e-12  2.40323690e-12  
4.60000000e-05  4.99999984e-01  4.99999984e-01  1.63980713e-08  1.64007351e-08  2.66382884e-12  2.66382884e-12  
5.05000000e-05  4.99999982e-01  4.99999982e-01  1.80022304e-08  1.80051548e-08  2.92442078e-12  2.92442078e-12  
5.50000000e-05  4.99999980e-01  4.99999980e-01  1.96063894e-08  1.96095744e-08  3.18501271e-12  3.18501271e-12  
5.95000000e-05  4.99999979e-01  4.99999979e-01  2.12105485e-08  2.12139941e-08  3.44560465e-12  3.44560465e-12  
6.40000000e-05  4.99999977e-01  4.99999977e-01  2.28147075e-08  2.28184137e-08  3.70619658e-12  3.70619658e-12  
6.85000000e-05  4.99999976e-01  4.99999976e-01  2.44188666e-08  2.44228333e-08  3.96678851e-12  3.96678851e-12  
7.30000000e-05  4.99999974e-01  4.99999974e-01  2.60230256e-08  2.60272530e-08  4.22738044e-12  4.22738044e-12  
7.75000000e-05  4.99999972e-01  4.99999972e-01  2.76271846e-08  2.76316726e-08  4.48797237e-12  4.48797237e-12  
8.20000000e-05  4.99999971e-01  4.99999971e-01  2.92313436e-08  2.92360922e-08  4.74856430e-12  4.74856430e-12  
8.65000000e-05  4.99999969e-01  4.99999969e-01  3.08355026e-08  3.08405117e-08  5.00915623e-12  5.00915623e-12  
9.10000000e-05  4.99999968e-01  4.99999968e-01  3.24396616e-08  3.24449313e-08  5.26974815e-12  5.26974815e-12  
9.55000000e-05  4.99999966e-01  4.99999966e-01  3.40438205e-08  3.40493509e-08  5.53034007e-12  5.53034007e-12  
1.00000000e-04  4.99999964e-01  4.99999964e-01  3.56479795e-08  3.56537704e-08  5.79093200e-12  5.79093200e-12  
1.45000000e-04  4.99999948e-01  4.99999948e-01  5.16895686e-08  5.16979654e-08  8.39685112e-12  8.39685112e-12  
1.90000000e-04  4.99999932e-01  4.99999932e-01  6.77311567e-08  6.77421594e-08  1.10027701e-11  1.10027701e-11  
2.35000000e-04  4.99999916e-01  4.99999916e-01  8.37727437e-08  8.37863524e-08  1.36086889e-11  1.36086889e-11  
2.80000000e-04  4.99999900e-01  4.99999900e-01  9.98143298e-08  9.98305445e-08  1.62146075e-11  1.62146075e-11  
3.25000000e-04  4.99999884e-01  4.99999884e-01  1.15855915e-07  1.15874735e-07  1.88205260e-11  1.88205260e-11  
3.70000000e-04  4.99999868e-01  4.99999868e-01  1.31897499e-07  1.31918926e-07  2.14264443e-11  2.14264443e-11  
4.15000000e-04  4.99999852e-01  4.99999852e-01  1.47939082e-07  1.47963114e-07  2.40323624e-11  2.40323624e-11  
4.60000000e-04  4.99999836e-01  4.99999836e-01  1.63980663e-07  1.64007301e-07  2.66382803e-11  2.66382803e-11  
5.05000000e-04  4.99999820e-01  4.99999820e-01  1.80022244e-07  1.80051488e-07  2.92441980e-11  2.92441980e-11  
5.50000000e-04  4.99999804e-01  4.99999804e-01  1.96063823e-07  1.96095673e-07  3.18501156e-11  3.18501156e-11  
5.95000000e-04  4.99999788e-01  4.99999788e-01  2.12105402e-07  2.12139858e-07  3.44560330e-11  3.44560330e-11  
6.40000000e-04  4.99999772e-01  4.99999772e-01  2.28146979e-07  2.28184041e-07  3.70619502e-11  3.70619502e-11  
6.85000000e-04  4.99999756e-01  4.99999756e-01  2.44188555e-07  2.44228223e-07  3.96678672e-11  3.96678672e-11  
7.30000000e-04  4.99999740e-01  4.99999740e-01  2.60230131e-07  2.60272405e-07  4.22737841e-11  4.22737841e-11  
7.75000000e-04  4.99999724e-01  4.99999724e-01  2.76271705e-07  2.76316585e-07  4.48797009e-11  4.48797009e-11  
8.20000000e-04  4.99999708e-01  4.99999708e-01  2.92313278e-07  2.92360764e-07  4.74856174e-11  4.74856174e-11  
8.65000000e-04  4.99999692e-01  4.99999692e-01  3.08354851e-07  3.08404942e-07  5.00915338e-11  5.00915338e-11  
9.10000000e-04  4.99999676e-01  4.99999676e-01  3.24396422e-07  3.24449120e-07  5.26974501e-11  5.26974501e-11  
9.55000000e-04  4.99999659e-01  4.99999659e-01  3.40437992e-07  3.40493296e-07  5.53033662e-11  5.53033662e-11  
1.00000000e-03  4.99999643e-01  4.99999643e-01  3.56479562e-07  3.56537471e-07  5.79092821e-11  5.79092821e-11  
1.45000000e-03  4.99999483e-01  4.99999483e-01  5.16895199e-07  5.16979167e-07  8.39684320e-11  8.39684320e-11  
1.90000000e-03  4.99999323e-01  4.99999323e-01  6.77310734e-07  6.77420761e-07  1.10027566e-10  1.10027566e-10  
2.35000000e-03  4.99999162e-01  4.99999162e-01  8.37726167e-07  8.37862254e-07  1.36086682e-10  1.36086682e-10  
2.80000000e-03  4.99999002e-01  4.99999002e-01  9.98141496e-07  9.98303642e-07  1.62145782e-10  1.62145782e-10  
3.25000000e-03  4.99998841e-01  4.99998841e-01  1.15855672e-06  1.15874492e-06  1.88204865e-10  1.88204865e-10  
3.70000000e-03  4.99998681e-01  4.99998681e-01  1.31897184e-06  1.31918611e-06  2.14263931e-10  2.14263931e-10  
4.15000000e-03  4.99998520e-01  4.99998520e-01  1.47938686e-06  1.47962718e-06  2.40322981e-10  2.40322981e-10  
4.60000000e-03  4.99998360e-01  4.99998360e-01  1.63980178e-06  1.64006816e-06  2.66382014e-10  2.66382014e-10  
5.05000000e-03  4.99998199e-01  4.99998199e-01  1.80021659e-06  1.80050903e-06  2.92441030e-10  2.92441030e-10  
5.50000000e-03  4.99998039e-01  4.99998039e-01  1.96063130e-06  1.96094980e-06  3.18500030e-10  3.18500030e-10  
5.95000000e-03  4.99997878e-01  4.99997878e-01  2.12104591e-06  2.12139047e-06  3.44559013e-10  3.44559013e-10  
6.40000000e-03  4.99997718e-01  4.99997718e-01  2.28146042e-06  2.28183103e-06  3.70617979e-10  3.70617979e-10  
6.85000000e-03  4.99997558e-01  4.99997558e-01  2.44187482e-06  2.44227150e-06  3.96676929e-10  3.96676929e-10  
7.30000000e-03  4.99997397e-01  4.99997397e-01  2.60228912e-06  2.60271186e-06  4.22735862e-10  4.22735862e-10  
7.75000000e-03  4.99997237e-01  4.99997237e-01  2.76270332e-06  2.76315211e-06  4.48794778e-10  4.48794778e-10  
8.20000000e-03  4.99997076e-01  4.99997076e-01  2.92311741e-06  2.92359227e-06  4.74853677e-10  4.74853677e-10  
8.65000000e-03  4.99996916e-01  4.99996916e-01  3.08353141e-06  3.08403232e-06  5.00912560e-10  5.00912560e-10  
9.10000000e-03  4.99996755e-01  4.99996755e-01  3.24394529e-06  3.24447226e-06  5.26971426e-10  5.26971426e-10  
9.55000000e-03  4.99996595e-01  4.99996595e-01  3.40435908e-06  3.40491211e-06  5.53030275e-10  5.53030275e-10  
1.00000000e-02  4.99996434e-01  4.99996434e-01  3.56477276e-06  3.56535185e-06  5.79089107e-10  5.79089107e-10  
1.45000000e-02  4.99994830e-01  4.99994830e-01  5.16890391e-06  5.16974359e-06  8.39676511e-10  8.39676511e-10  
1.90000000e-02  4.99993225e-01  4.99993225e-01  6.77302479e-06  6.77412505e-06  1.10026225e-09  1.10026225e-09  
2.35000000e-02  4.99991621e-01  4.99991621e-01  8.37713537e-06  8.37849621e-06  1.36084631e-09  1.36084631e-09  
2.80000000e-02  4.99990016e-01  4.99990016e-01  9.98123565e-06  9.98285707e-06  1.62142869e-09  1.62142869e-09  
3.25000000e-02  4.99988412e-01  4.99988412e-01  1.15853256e-05  1.15872076e-05  1.88200941e-09  1.88200941e-09  
3.70000000e-02  4.99986807e-01  4.99986807e-01  1.31894053e-05  1.31915479e-05  2.14258846e-09  2.14258846e-09  
4.15000000e-02  4.99985203e-01  4.99985203e-01  1.47934747e-05  1.47958779e-05  2.40316583e-09  2.40316583e-09  
4.60000000e-02  4.99983598e-01  4.99983598e-01  1.63975338e-05  1.64001976e-05  2.66374153e-09  2.66374153e-09  
5.05000000e-02  4.99981994e-01  4.99981994e-01  1.80015827e-05  1.80045070e-05  2.92431556e-09  2.92431556e-09  
5.50000000e-02  4.99980390e-01  4.99980390e-01  1.96056212e-05  1.96088061e-05  3.18488791e-09  3.18488791e-09  
5.95000000e-02  4.99978785e-01  4.99978785e-01  2.12096494e-05  2.12130949e-05  3.44545859e-09  3.44545859e-09  
6.40000000e-02  4.99977181e-01  4.99977181e-01  2.28136673e-05  2.28173734e-05  3.70602761e-09  3.70602761e-09  
6.85000000e-02  4.99975576e-01  4.99975576e-01  2.44176750e-05  2.44216416e-05  3.96659495e-09  3.96659495e-09  
7.30000000e-02  4.99973972e-01  4.99973972e-01  2.60216723e-05  2.60258995e-05  4.22716061e-09  4.22716061e-09  
7.75000000e-02  4.99972368e-01  4.99972368e-01  2.76256594e-05  2.76301471e-05  4.48772461e-09  4.48772461e-09  
8.20000000e-02  4.99970763e-01  4.99970763e-01  2.92296361e-05  2.92343844e-05  4.74828693e-09  4.74828693e-09  
8.65000000e-02  4.99969159e-01  4.99969159e-01  3.08336026e-05  3.08386114e-05  5.00884758e-09  5.00884758e-09  
9.10000000e-02  4.99967555e-01  4.99967555e-01  3.24375588e-05  3.24428282e-05  5.26940656e-09  5.26940656e-09  
9.55000000e-02  4.99965950e-01  4.99965950e-01  3.40415047e-05  3.40470346e-05  5.52996387e-09  5.52996387e-09  
1.00000000e-01  4.99964346e-01  4.99964346e-01  3.56454402e-05  3.56512308e-05  5.79051950e-09  5.79051950e-09  
1.45000000e-01  4.99948303e-01  4.99948303e-01  5.16842300e-05  5.16926260e-05  8.39598388e-09  8.39598388e-09  
1.90000000e-01  4.99932262e-01  4.99932262e-01  6.77219905e-05  6.77329918e-05  1.10012811e-08  1.10012811e-08  
2.35000000e-01  4.99916221e-01  4.99916221e-01  8.37587219e-05  8.37723283e-05  1.36064111e-08  1.36064111e-08  
2.80000000e-01  4.99900181e-01  4.99900181e-01  9.97944242e-05  9.98106356e-05  1.62113739e-08  1.62113739e-08  
3.25000000e-01  4.99884143e-01  4.99884143e-01  1.15829098e-04  1.15847914e-04  1.88161696e-08  1.88161696e-08  
3.70000000e-01  4.99868105e-01  4.99868105e-01  1.31862742e-04  1.31884163e-04  2.14207981e-08  2.14207981e-08  
4.15000000e-01  4.99852069e-01  4.99852069e-01  1.47895358e-04  1.47919383e-04  2.40252595e-08  2.40252595e-08  
4.60000000e-01  4.99836033e-01  4.99836033e-01  1.63926945e-04  1.63953574e-04  2.66295538e-08  2.66295538e-08  
5.05000000e-01  4.99819999e-01  4.99819999e-01  1.79957503e-04  1.79986737e-04  2.92336811e-08  2.92336811e-08  
5.50000000e-01  4.99803965e-01  4.99803965e-01  1.95987033e-04  1.96018871e-04  3.18376412e-08  3.18376412e-08  
5.95000000e-01  4.99787933e-01  4.99787933e-01  2.12015535e-04  2.12049976e-04  3.44414343e-08  3.44414343e-08  
6.40000000e-01  4.99771901e-01  4.99771901e-01  2.28043008e-04  2.28080053e-04  3.70450604e-08  3.70450604e-08  
6.85000000e-01  4.99755871e-01  4.99755871e-01  2.44069453e-04  2.44109102e-04  3.96485194e-08  3.96485194e-08  
7.30000000e-01  4.99739842e-01  4.99739842e-01  2.60094870e-04  2.60137122e-04  4.22518114e-08  4.22518114e-08  
7.75000000e-01  4.99723813e-01  4.99723813e-01  2.76119260e-04  2.76164115e-04  4.48549364e-08  4.48549364e-08  
8.20000000e-01  4.99707786e-01  4.99707786e-01  2.92142621e-04  2.92190079e-04  4.74578945e-08  4.74578945e-08  
8.65000000e-01  4.99691760e-01  4.99691760e-01  3.08164954e-04  3.08215015e-04  5.00606856e-08  5.00606856e-08  
9.10000000e-01  4.99675735e-01  4.99675735e-01  3.24186260e-04  3.24238923e-04  5.26633098e-08  5.26633098e-08  
9.55000000e-01  4.99659711e-01  4.99659711e-01  3.40206538e-04  3.40261804e-04  5.52657670e-08  5.52657670e-08  
1.00000000e+00  4.99643687e-01  4.99643687e-01  3.56225789e-04  3.56283657e-04  5.78680573e-08  5.78680573e-08  
1.45000000e+00  4.99483512e-01  4.99483512e-01  5.16361807e-04  5.16445688e-04  8.38817838e-08  8.38817838e-08  
1.90000000e+00  4.99323440e-01  4.99323440e-01  6.76395185e-04  6.76505064e-04  1.09878837e-07  1.09878837e-07  
2.35000000e+00  4.99163470e-01  4.99163470e-01  8.36326023e-04  8.36461882e-04  1.35859232e-07  1.35859232e-07  
2.80000000e+00  4.99003603e-01  4.99003603e-01  9.96154419e-04  9.96316242e-04  1.61822986e-07  1.61822986e-07  
3.25000000e+00  4.98843838e-01  4.98843838e-01  1.15588047e-03  1.15606824e-03  1.87770115e-07  1.87770115e-07  
3.70000000e+00  4.98684175e-01  4.98684175e-01  1.31550428e-03  1.31571798e-03  2.13700634e-07  2.13700634e-07  
4.15000000e+00  4.98524615e-01  4.98524615e-01  1.47502594e-03  1.47526555e-03  2.39614559e-07  2.39614559e-07  
4.60000000e+00  4.98365156e-01  4.98365156e-01  1.63444555e-03  1.63471106e-03  2.65511907e-07  2.65511907e-07  
5.05000000e+00  4.98205800e-01  4.98205800e-01  1.79376320e-03  1.79405460e-03  2.91392693e-07  2.91392693e-07  
5.50000000e+00  4.98046545e-01  4.98046545e-01  1.95297901e-03  1.95329627e-03  3.17256933e-07  3.17256933e-07  
5.95000000e+00  4.97887392e-01  4.97887392e-01  2.11209306e-03  2.11243616e-03  3.43104643e-07  3.43104643e-07  
6.40000000e+00  4.97728341e-01  4.97728341e-01  2.27110545e-03  2.27147438e-03  3.68935838e-07  3.68935838e-07  
6.85000000e+00  4.97569392e-01  4.97569392e-01  2.43001628e-03  2.43041103e-03  3.94750536e-07  3.94750536e-07  
7.30000000e+00  4.97410544e-01  4.97410544e-01  2.58882564e-03  2.58924619e-03  4.20548750e-07  4.20548750e-07  
7.75000000e+00  4.97251797e-01  4.97251797e-01  2.74753364e-03  2.74797997e-03  4.46330498e-07  4.46330498e-07  
8.20000000e+00  4.97093151e-01  4.97093151e-01  2.90614037e-03  2.90661246e-03  4.72095795e-07  4.72095795e-07  
8.65000000e+00  4.96934607e-01  4.96934607e-01  3.06464592e-03  3.06514377e-03  4.97844657e-07  4.97844657e-07  
9.10000000e+00  4.96776164e-01  4.96776164e-01  3.22305040e-03  3.22357398e-03  5.23577099e-07  5.23577099e-07  
9.55000000e+00  4.96617822e-01  4.96617822e-01  3.38135390e-03  3.38190319e-03  5.49293137e-07  5.49293137e-07  
1.00000000e+01  4.96459581e-01  4.96459581e-01  3.53955652e-03  3.54013151e-03  5.74992787e-07  5.74992787e-07  
1.45000000e+01  4.94882698e-01  4.94882698e-01  5.11605527e-03  5.11688636e-03  8.31091371e-07  8.31091371e-07  
1.90000000e+01  4.93315801e-01  4.93315801e-01  6.68257100e-03  6.68365657e-03  1.08556824e-06  1.08556824e-06  
2.35000000e+01  4.91758794e-01  4.91758794e-01  8.23919824e-03  8.24053668e-03  1.33843874e-06  1.33843874e-06  
2.80000000e+01  4.90211585e-01  4.90211585e-01  9.78603032e-03  9.78762004e-03  1.58971804e-06  1.58971804e-06  
3.25000000e+01  4.88674081e-01  4.88674081e-01  1.13231594e-02  1.13249988e-02  1.83942111e-06  1.83942111e-06  
3.70000000e+01  4.87146192e-01  4.87146192e-01  1.28506765e-02  1.28527641e-02  2.08756274e-06  2.08756274e-06  
4.15000000e+01  4.85627827e-01  4.85627827e-01  1.43686715e-02  1.43710057e-02  2.33415752e-06  2.33415752e-06  
4.60000000e+01  4.84118898e-01  4.84118898e-01  1.58772332e-02  1.58798124e-02  2.57921988e-06  2.57921988e-06  
5.05000000e+01  4.82619317e-01  4.82619317e-01  1.73764491e-02  1.73792719e-02  2.82276406e-06  2.82276406e-06  
5.50000000e+01  4.81128997e-01  4.81128997e-01  1.88664060e-02  1.88694708e-02  3.06480411e-06  3.06480411e-06  
5.95000000e+01  4.79647853e-01  4.79647853e-01  2.03471893e-02  2.03504946e-02  3.30535394e-06  3.30535394e-06  
6.40000000e+01  4.78175800e-01  4.78175800e-01  2.18188834e-02  2.18224279e-02  3.54442726e-06  3.54442726e-06  
6.85000000e+01  4.76712755e-01  4.76712755e-01  2.32815719e-02  2.32853539e-02  3.78203762e-06  3.78203762e-06  
7.30000000e+01  4.75258636e-01  4.75258636e-01  2.47353370e-02  2.47393552e-02  4.01819841e-06  4.01819841e-06  
7.75000000e+01  4.73813360e-01  4.73813360e-01  2.61802603e-02  2.61845132e-02  4.25292286e-06  4.25292286e-06  
8.20000000e+01  4.72376849e-01  4.72376849e-01  2.76164221e-02  2.76209083e-02  4.48622403e-06  4.48622403e-06  
8.65000000e+01  4.70949021e-01  4.70949021e-01  2.90439019e-02  2.90486200e-02  4.71811483e-06  4.71811483e-06  
9.10000000e+01  4.69529799e-01  4.69529799e-01  3.04627781e-02  3.04677267e-02  4.94860800e-06  4.94860800e-06  
9.55000000e+01  4.68119105e-01  4.68119105e-01  3.18731284e-02  3.18783061e-02  5.17771615e-06  5.17771615e-06  
1.00000000e+02  4.66716862e-01  4.66716862e-01  3.32750293e-02  3.32804348e-02  5.40545172e-06  5.40545172e-06  
1.45000000e+02  4.53143043e-01  4.53143043e-01  4.68455426e-02  4.68531525e-02  7.60995027e-06  7.60995027e-06  
1.90000000e+02  4.40336460e-01  4.40336460e-01  5.96490049e-02  5.96586947e-02  9.68984317e-06  9.68984317e-06  
2.35000000e+02  4.28233854e-01  4.28233854e-01  7.17486632e-02  7.17603186e-02  1.16554047e-05  1.16554047e-05  
2.80000000e+02  4.16778729e-01  4.16778729e-01  8.32009972e-02  8.32145131e-02  1.35158100e-05  1.35158100e-05  
3.25000000e+02  4.05920480e-01  4.05920480e-01  9.40566008e-02  9.40718800e-02  1.52792777e-05  1.52792777e-05  
3.70000000e+02  3.95613641e-01  3.95613641e-01  1.04360929e-01  1.04377882e-01  1.69531921e-05  1.69531921e-05  
4.15000000e+02  3.85817249e-01  3.85817249e-01  1.14154935e-01  1.14173479e-01  1.85442057e-05  1.85442057e-05  
4.60000000e+02  3.76494300e-01  3.76494300e-01  1.23475613e-01  1.23495671e-01  2.00583284e-05  2.00583284e-05  
5.05000000e+02  3.67611282e-01  3.67611282e-01  1.32356466e-01  1.32377967e-01  2.15010025e-05  2.15010025e-05  
5.50000000e+02  3.59137775e-01  3.59137775e-01  1.40827909e-01  1.40850786e-01  2.28771688e-05  2.28771688e-05  
5.95000000e+02  3.51046099e-01  3.51046099e-01  1.48917614e-01  1.48941806e-01  2.41913228e-05  2.41913228e-05  
6.40000000e+02  3.43311012e-01  3.43311012e-01  1.56650816e-01  1.56676264e-01  2.54475636e-05  2.54475636e-05  
6.85000000e+02  3.35909453e-01  3.35909453e-01  1.64050573e-01  1.64077222e-01  2.66496369e-05  2.66496369e-05  
7.30000000e+02  3.28820304e-01  3.28820304e-01  1.71137995e-01  1.71165796e-01  2.78009723e-05  2.78009723e-05  
7.75000000e+02  3.22024194e-01  3.22024194e-01  1.77932449e-01  1.77961354e-01  2.89047158e-05  2.89047158e-05  
8.20000000e+02  3.15503321e-01  3.15503321e-01  1.84451733e-01  1.84481697e-01  2.99637584e-05  2.99637584e-05  
