# Transient Gas Mass fractions
t(s)            CH3CH2Br        TBAF            CH3CH2F         TBABr           C2H4            HF              
8.65000000e-08  2.94156549e-01  7.05843450e-01  8.00121576e-12  5.36785124e-11  7.58711925e-16  5.41067108e-16  
9.10000000e-08  2.94156549e-01  7.05843450e-01  8.41746397e-12  5.64710361e-11  7.98182488e-16  5.69215108e-16  
9.55000000e-08  2.94156549e-01  7.05843450e-01  8.83371219e-12  5.92635599e-11  8.37653050e-16  5.97363108e-16  
1.00000000e-07  2.94156549e-01  7.05843450e-01  9.24996041e-12  6.20560837e-11  8.77123613e-16  6.25511108e-16  
1.45000000e-07  2.94156549e-01  7.05843450e-01  1.34124426e-11  8.99813213e-11  1.27182924e-15  9.06991106e-16  
1.90000000e-07  2.94156549e-01  7.05843450e-01  1.75749248e-11  1.17906559e-10  1.66653486e-15  1.18847110e-15  
2.35000000e-07  2.94156549e-01  7.05843450e-01  2.17374070e-11  1.45831797e-10  2.06124049e-15  1.46995110e-15  
2.80000000e-07  2.94156549e-01  7.05843450e-01  2.58998892e-11  1.73757034e-10  2.45594612e-15  1.75143110e-15  
3.25000000e-07  2.94156549e-01  7.05843450e-01  3.00623713e-11  2.01682272e-10  2.85065174e-15  2.03291110e-15  
3.70000000e-07  2.94156549e-01  7.05843450e-01  3.42248535e-11  2.29607510e-10  3.24535737e-15  2.31439110e-15  
4.15000000e-07  2.94156549e-01  7.05843450e-01  3.83873357e-11  2.57532747e-10  3.64006299e-15  2.59587110e-15  
4.60000000e-07  2.94156549e-01  7.05843450e-01  4.25498179e-11  2.85457985e-10  4.03476862e-15  2.87735109e-15  
5.05000000e-07  2.94156549e-01  7.05843450e-01  4.67123001e-11  3.13383222e-10  4.42947424e-15  3.15883109e-15  
5.50000000e-07  2.94156549e-01  7.05843450e-01  5.08747822e-11  3.41308460e-10  4.82417987e-15  3.44031109e-15  
5.95000000e-07  2.94156549e-01  7.05843450e-01  5.50372644e-11  3.69233698e-10  5.21888549e-15  3.72179109e-15  
6.40000000e-07  2.94156549e-01  7.05843450e-01  5.91997466e-11  3.97158935e-10  5.61359112e-15  4.00327109e-15  
6.85000000e-07  2.94156549e-01  7.05843450e-01  6.33622288e-11  4.25084173e-10  6.00829674e-15  4.28475108e-15  
7.30000000e-07  2.94156549e-01  7.05843450e-01  6.75247109e-11  4.53009410e-10  6.40300237e-15  4.56623108e-15  
7.75000000e-07  2.94156549e-01  7.05843450e-01  7.16871931e-11  4.80934648e-10  6.79770799e-15  4.84771108e-15  
8.20000000e-07  2.94156549e-01  7.05843450e-01  7.58496753e-11  5.08859885e-10  7.19241362e-15  5.12919108e-15  
8.65000000e-07  2.94156549e-01  7.05843450e-01  8.00121575e-11  5.36785123e-10  7.58711924e-15  5.41067108e-15  
9.10000000e-07  2.94156549e-01  7.05843450e-01  8.41746396e-11  5.64710361e-10  7.98182487e-15  5.69215107e-15  
9.55000000e-07  2.94156549e-01  7.05843450e-01  8.83371218e-11  5.92635598e-10  8.37653049e-15  5.97363107e-15  
1.00000000e-06  2.94156549e-01  7.05843450e-01  9.24996040e-11  6.20560836e-10  8.77123611e-15  6.25511107e-15  
1.45000000e-06  2.94156549e-01  7.05843450e-01  1.34124426e-10  8.99813212e-10  1.27182924e-14  9.06991105e-15  
1.90000000e-06  2.94156549e-01  7.05843450e-01  1.75749247e-10  1.17906559e-09  1.66653486e-14  1.18847110e-14  
2.35000000e-06  2.94156549e-01  7.05843449e-01  2.17374069e-10  1.45831796e-09  2.06124048e-14  1.46995110e-14  
2.80000000e-06  2.94156549e-01  7.05843449e-01  2.58998891e-10  1.73757034e-09  2.45594611e-14  1.75143110e-14  
3.25000000e-06  2.94156549e-01  7.05843449e-01  3.00623713e-10  2.01682271e-09  2.85065173e-14  2.03291109e-14  
3.70000000e-06  2.94156549e-01  7.05843449e-01  3.42248534e-10  2.29607509e-09  3.24535736e-14  2.31439109e-14  
4.15000000e-06  2.94156549e-01  7.05843448e-01  3.83873356e-10  2.57532746e-09  3.64006298e-14  2.59587109e-14  
4.60000000e-06  2.94156549e-01  7.05843448e-01  4.25498177e-10  2.85457984e-09  4.03476860e-14  2.87735108e-14  
5.05000000e-06  2.94156548e-01  7.05843448e-01  4.67122998e-10  3.13383221e-09  4.42947422e-14  3.15883108e-14  
5.50000000e-06  2.94156548e-01  7.05843448e-01  5.08747820e-10  3.41308458e-09  4.82417984e-14  3.44031107e-14  
5.95000000e-06  2.94156548e-01  7.05843448e-01  5.50372641e-10  3.69233695e-09  5.21888546e-14  3.72179107e-14  
6.40000000e-06  2.94156548e-01  7.05843447e-01  5.91997462e-10  3.97158933e-09  5.61359108e-14  4.00327106e-14  
6.85000000e-06  2.94156548e-01  7.05843447e-01  6.33622284e-10  4.25084170e-09  6.00829670e-14  4.28475106e-14  
7.30000000e-06  2.94156548e-01  7.05843447e-01  6.75247105e-10  4.53009407e-09  6.40300232e-14  4.56623105e-14  
7.75000000e-06  2.94156548e-01  7.05843447e-01  7.16871926e-10  4.80934644e-09  6.79770794e-14  4.84771105e-14  
8.20000000e-06  2.94156548e-01  7.05843446e-01  7.58496747e-10  5.08859882e-09  7.19241356e-14  5.12919104e-14  
8.65000000e-06  2.94156548e-01  7.05843446e-01  8.00121568e-10  5.36785119e-09  7.58711918e-14  5.41067103e-14  
9.10000000e-06  2.94156548e-01  7.05843446e-01  8.41746390e-10  5.64710356e-09  7.98182480e-14  5.69215103e-14  
9.55000000e-06  2.94156547e-01  7.05843446e-01  8.83371211e-10  5.92635593e-09  8.37653042e-14  5.97363102e-14  
1.00000000e-05  2.94156547e-01  7.05843445e-01  9.24996032e-10  6.20560830e-09  8.77123604e-14  6.25511101e-14  
1.45000000e-05  2.94156546e-01  7.05843443e-01  1.34124424e-09  8.99813201e-09  1.27182922e-13  9.06991094e-14  
1.90000000e-05  2.94156545e-01  7.05843441e-01  1.75749245e-09  1.17906557e-08  1.66653484e-13  1.18847108e-13  
2.35000000e-05  2.94156545e-01  7.05843439e-01  2.17374065e-09  1.45831794e-08  2.06124045e-13  1.46995107e-13  
2.80000000e-05  2.94156544e-01  7.05843436e-01  2.58998886e-09  1.73757030e-08  2.45594606e-13  1.75143106e-13  
3.25000000e-05  2.94156543e-01  7.05843434e-01  3.00623706e-09  2.01682267e-08  2.85065167e-13  2.03291105e-13  
3.70000000e-05  2.94156542e-01  7.05843432e-01  3.42248525e-09  2.29607503e-08  3.24535727e-13  2.31439103e-13  
4.15000000e-05  2.94156541e-01  7.05843430e-01  3.83873344e-09  2.57532739e-08  3.64006287e-13  2.59587101e-13  
4.60000000e-05  2.94156540e-01  7.05843427e-01  4.25498163e-09  2.85457974e-08  4.03476847e-13  2.87735099e-13  
5.05000000e-05  2.94156539e-01  7.05843425e-01  4.67122981e-09  3.13383209e-08  4.42947406e-13  3.15883096e-13  
5.50000000e-05  2.94156538e-01  7.05843423e-01  5.08747799e-09  3.41308444e-08  4.82417965e-13  3.44031093e-13  
5.95000000e-05  2.94156537e-01  7.05843421e-01  5.50372617e-09  3.69233679e-08  5.21888523e-13  3.72179091e-13  
6.40000000e-05  2.94156536e-01  7.05843418e-01  5.91997434e-09  3.97158914e-08  5.61359082e-13  4.00327087e-13  
6.85000000e-05  2.94156535e-01  7.05843416e-01  6.33622252e-09  4.25084149e-08  6.00829640e-13  4.28475084e-13  
7.30000000e-05  2.94156534e-01  7.05843414e-01  6.75247069e-09  4.53009383e-08  6.40300198e-13  4.56623081e-13  
7.75000000e-05  2.94156533e-01  7.05843412e-01  7.16871885e-09  4.80934617e-08  6.79770756e-13  4.84771077e-13  
8.20000000e-05  2.94156532e-01  7.05843409e-01  7.58496702e-09  5.08859851e-08  7.19241313e-13  5.12919073e-13  
8.65000000e-05  2.94156531e-01  7.05843407e-01  8.00121518e-09  5.36785085e-08  7.58711870e-13  5.41067069e-13  
9.10000000e-05  2.94156530e-01  7.05843405e-01  8.41746334e-09  5.64710319e-08  7.98182427e-13  5.69215065e-13  
9.55000000e-05  2.94156529e-01  7.05843402e-01  8.83371150e-09  5.92635552e-08  8.37652984e-13  5.97363061e-13  
1.00000000e-04  2.94156529e-01  7.05843400e-01  9.24995965e-09  6.20560786e-08  8.77123541e-13  6.25511056e-13  
1.45000000e-04  2.94156519e-01  7.05843378e-01  1.34124411e-08  8.99813110e-08  1.27182909e-12  9.06991002e-13  
1.90000000e-04  2.94156510e-01  7.05843355e-01  1.75749222e-08  1.17906542e-07  1.66653462e-12  1.18847093e-12  
2.35000000e-04  2.94156500e-01  7.05843332e-01  2.17374031e-08  1.45831771e-07  2.06124012e-12  1.46995084e-12  
2.80000000e-04  2.94156491e-01  7.05843310e-01  2.58998837e-08  1.73756998e-07  2.45594560e-12  1.75143073e-12  
3.25000000e-04  2.94156481e-01  7.05843287e-01  3.00623641e-08  2.01682223e-07  2.85065105e-12  2.03291061e-12  
3.70000000e-04  2.94156472e-01  7.05843264e-01  3.42248442e-08  2.29607447e-07  3.24535648e-12  2.31439047e-12  
4.15000000e-04  2.94156462e-01  7.05843242e-01  3.83873239e-08  2.57532668e-07  3.64006188e-12  2.59587030e-12  
4.60000000e-04  2.94156453e-01  7.05843219e-01  4.25498034e-08  2.85457887e-07  4.03476724e-12  2.87735011e-12  
5.05000000e-04  2.94156444e-01  7.05843196e-01  4.67122826e-08  3.13383105e-07  4.42947258e-12  3.15882991e-12  
5.50000000e-04  2.94156434e-01  7.05843174e-01  5.08747615e-08  3.41308321e-07  4.82417790e-12  3.44030969e-12  
5.95000000e-04  2.94156425e-01  7.05843151e-01  5.50372401e-08  3.69233534e-07  5.21888319e-12  3.72178944e-12  
6.40000000e-04  2.94156415e-01  7.05843128e-01  5.91997185e-08  3.97158747e-07  5.61358845e-12  4.00326919e-12  
6.85000000e-04  2.94156406e-01  7.05843106e-01  6.33621966e-08  4.25083957e-07  6.00829369e-12  4.28474891e-12  
7.30000000e-04  2.94156396e-01  7.05843083e-01  6.75246744e-08  4.53009165e-07  6.40299890e-12  4.56622861e-12  
7.75000000e-04  2.94156387e-01  7.05843060e-01  7.16871520e-08  4.80934372e-07  6.79770409e-12  4.84770830e-12  
8.20000000e-04  2.94156377e-01  7.05843038e-01  7.58496293e-08  5.08859577e-07  7.19240926e-12  5.12918797e-12  
8.65000000e-04  2.94156368e-01  7.05843015e-01  8.00121064e-08  5.36784781e-07  7.58711440e-12  5.41066762e-12  
9.10000000e-04  2.94156359e-01  7.05842992e-01  8.41745832e-08  5.64709982e-07  7.98181951e-12  5.69214726e-12  
9.55000000e-04  2.94156349e-01  7.05842970e-01  8.83370597e-08  5.92635182e-07  8.37652460e-12  5.97362687e-12  
1.00000000e-03  2.94156340e-01  7.05842947e-01  9.24995360e-08  6.20560380e-07  8.77122967e-12  6.25510647e-12  
1.45000000e-03  2.94156245e-01  7.05842721e-01  1.34124284e-07  8.99812262e-07  1.27182789e-11  9.06990147e-12  
1.90000000e-03  2.94156151e-01  7.05842494e-01  1.75749006e-07  1.17906397e-06  1.66653257e-11  1.18846947e-11  
2.35000000e-03  2.94156057e-01  7.05842268e-01  2.17373701e-07  1.45831549e-06  2.06123700e-11  1.46994861e-11  
2.80000000e-03  2.94155962e-01  7.05842041e-01  2.58998370e-07  1.73756684e-06  2.45594117e-11  1.75142757e-11  
3.25000000e-03  2.94155868e-01  7.05841815e-01  3.00623011e-07  2.01681800e-06  2.85064508e-11  2.03290635e-11  
3.70000000e-03  2.94155773e-01  7.05841588e-01  3.42247625e-07  2.29606899e-06  3.24534873e-11  2.31438494e-11  
4.15000000e-03  2.94155679e-01  7.05841362e-01  3.83872213e-07  2.57531979e-06  3.64005214e-11  2.59586336e-11  
4.60000000e-03  2.94155585e-01  7.05841135e-01  4.25496774e-07  2.85457042e-06  4.03475529e-11  2.87734159e-11  
5.05000000e-03  2.94155490e-01  7.05840909e-01  4.67121308e-07  3.13382087e-06  4.42945820e-11  3.15881965e-11  
5.50000000e-03  2.94155396e-01  7.05840682e-01  5.08745816e-07  3.41307114e-06  4.82416084e-11  3.44029753e-11  
5.95000000e-03  2.94155301e-01  7.05840456e-01  5.50370298e-07  3.69232123e-06  5.21886324e-11  3.72177522e-11  
6.40000000e-03  2.94155207e-01  7.05840229e-01  5.91994752e-07  3.97157115e-06  5.61356539e-11  4.00325274e-11  
6.85000000e-03  2.94155113e-01  7.05840003e-01  6.33619181e-07  4.25082088e-06  6.00826728e-11  4.28473007e-11  
7.30000000e-03  2.94155018e-01  7.05839776e-01  6.75243582e-07  4.53007044e-06  6.40296892e-11  4.56620723e-11  
7.75000000e-03  2.94154924e-01  7.05839550e-01  7.16867957e-07  4.80931982e-06  6.79767031e-11  4.84768421e-11  
8.20000000e-03  2.94154829e-01  7.05839323e-01  7.58492305e-07  5.08856902e-06  7.19237144e-11  5.12916100e-11  
8.65000000e-03  2.94154735e-01  7.05839097e-01  8.00116627e-07  5.36781804e-06  7.58707232e-11  5.41063762e-11  
9.10000000e-03  2.94154641e-01  7.05838870e-01  8.41740921e-07  5.64706687e-06  7.98177294e-11  5.69211405e-11  
9.55000000e-03  2.94154546e-01  7.05838644e-01  8.83365188e-07  5.92631553e-06  8.37647331e-11  5.97359030e-11  
1.00000000e-02  2.94154452e-01  7.05838417e-01  9.24989429e-07  6.20556401e-06  8.77117343e-11  6.25506636e-11  
1.45000000e-02  2.94153508e-01  7.05836152e-01  1.34123037e-06  8.99803894e-06  1.27181607e-10  9.06981713e-11  
1.90000000e-02  2.94152564e-01  7.05833888e-01  1.75746864e-06  1.17904960e-05  1.66651226e-10  1.18845499e-10  
2.35000000e-02  2.94151620e-01  7.05831623e-01  2.17370424e-06  1.45829351e-05  2.06120592e-10  1.46992645e-10  
2.80000000e-02  2.94150676e-01  7.05829358e-01  2.58993717e-06  1.73753563e-05  2.45589705e-10  1.75139611e-10  
3.25000000e-02  2.94149733e-01  7.05827093e-01  3.00616743e-06  2.01677596e-05  2.85058564e-10  2.03286396e-10  
3.70000000e-02  2.94148789e-01  7.05824828e-01  3.42239502e-06  2.29601449e-05  3.24527171e-10  2.31433001e-10  
4.15000000e-02  2.94147845e-01  7.05822563e-01  3.83861994e-06  2.57525124e-05  3.63995524e-10  2.59579425e-10  
4.60000000e-02  2.94146901e-01  7.05820299e-01  4.25484218e-06  2.85448619e-05  4.03463624e-10  2.87725669e-10  
5.05000000e-02  2.94145957e-01  7.05818034e-01  4.67106176e-06  3.13371935e-05  4.42931470e-10  3.15871732e-10  
5.50000000e-02  2.94145013e-01  7.05815769e-01  5.08727866e-06  3.41295072e-05  4.82399063e-10  3.44017614e-10  
5.95000000e-02  2.94144070e-01  7.05813504e-01  5.50349290e-06  3.69218029e-05  5.21866403e-10  3.72163316e-10  
6.40000000e-02  2.94143126e-01  7.05811240e-01  5.91970446e-06  3.97140808e-05  5.61333490e-10  4.00308837e-10  
6.85000000e-02  2.94142182e-01  7.05808975e-01  6.33591335e-06  4.25063407e-05  6.00800324e-10  4.28454177e-10  
7.30000000e-02  2.94141238e-01  7.05806710e-01  6.75211957e-06  4.52985827e-05  6.40266904e-10  4.56599337e-10  
7.75000000e-02  2.94140294e-01  7.05804445e-01  7.16832312e-06  4.80908068e-05  6.79733231e-10  4.84744317e-10  
8.20000000e-02  2.94139351e-01  7.05802181e-01  7.58452400e-06  5.08830130e-05  7.19199304e-10  5.12889115e-10  
8.65000000e-02  2.94138407e-01  7.05799916e-01  8.00072221e-06  5.36752013e-05  7.58665125e-10  5.41033733e-10  
9.10000000e-02  2.94137463e-01  7.05797651e-01  8.41691775e-06  5.64673716e-05  7.98130692e-10  5.69178171e-10  
9.55000000e-02  2.94136519e-01  7.05795387e-01  8.83311062e-06  5.92595241e-05  8.37596006e-10  5.97322428e-10  
1.00000000e-01  2.94135575e-01  7.05793122e-01  9.24930082e-06  6.20516586e-05  8.77061067e-10  6.25466504e-10  
1.45000000e-01  2.94126138e-01  7.05770477e-01  1.34110559e-05  8.99720183e-05  1.27169775e-09  9.06897334e-10  
1.90000000e-01  2.94116701e-01  7.05747833e-01  1.75725440e-05  1.17890587e-04  1.66630910e-09  1.18831011e-09  
2.35000000e-01  2.94107265e-01  7.05725190e-01  2.17337650e-05  1.45807363e-04  2.06089514e-09  1.46970482e-09  
2.80000000e-01  2.94097830e-01  7.05702549e-01  2.58947190e-05  1.73722349e-04  2.45545586e-09  1.75108148e-09  
3.25000000e-01  2.94088395e-01  7.05679910e-01  3.00554061e-05  2.01635543e-04  2.84999126e-09  2.03244009e-09  
3.70000000e-01  2.94078960e-01  7.05657271e-01  3.42158262e-05  2.29546947e-04  3.24450135e-09  2.31378064e-09  
4.15000000e-01  2.94069527e-01  7.05634635e-01  3.83759794e-05  2.57456560e-04  3.63898613e-09  2.59510315e-09  
4.60000000e-01  2.94060093e-01  7.05611999e-01  4.25358656e-05  2.85364382e-04  4.03344560e-09  2.87640760e-09  
5.05000000e-01  2.94050661e-01  7.05589366e-01  4.66954850e-05  3.13270414e-04  4.42787976e-09  3.15769401e-09  
5.50000000e-01  2.94041229e-01  7.05566733e-01  5.08548376e-05  3.41174655e-04  4.82228862e-09  3.43896237e-09  
5.95000000e-01  2.94031798e-01  7.05544102e-01  5.50139233e-05  3.69077107e-04  5.21667218e-09  3.72021269e-09  
6.40000000e-01  2.94022367e-01  7.05521473e-01  5.91727423e-05  3.96977769e-04  5.61103044e-09  4.00144497e-09  
6.85000000e-01  2.94012937e-01  7.05498845e-01  6.33312944e-05  4.24876641e-04  6.00536341e-09  4.28265921e-09  
7.30000000e-01  2.94003507e-01  7.05476218e-01  6.74895799e-05  4.52773723e-04  6.39967108e-09  4.56385541e-09  
7.75000000e-01  2.93994079e-01  7.05453593e-01  7.16475986e-05  4.80669016e-04  6.79395345e-09  4.84503357e-09  
8.20000000e-01  2.93984650e-01  7.05430970e-01  7.58053506e-05  5.08562520e-04  7.18821055e-09  5.12619370e-09  
8.65000000e-01  2.93975223e-01  7.05408347e-01  7.99628359e-05  5.36454235e-04  7.58244235e-09  5.40733580e-09  
9.10000000e-01  2.93965795e-01  7.05385727e-01  8.41200547e-05  5.64344161e-04  7.97664887e-09  5.68845987e-09  
9.55000000e-01  2.93956369e-01  7.05363107e-01  8.82770068e-05  5.92232299e-04  8.37083010e-09  5.96956590e-09  
1.00000000e+00  2.93946943e-01  7.05340490e-01  9.24336923e-05  6.20118648e-04  8.76498606e-09  6.25065391e-09  
1.45000000e+00  2.93852718e-01  7.05114391e-01  1.33985891e-04  8.98883807e-04  1.27051558e-08  9.06054286e-09  
1.90000000e+00  2.93758553e-01  7.04888437e-01  1.75511458e-04  1.17747031e-03  1.66428003e-08  1.18686310e-08  
2.35000000e+00  2.93664448e-01  7.04662628e-01  2.17010420e-04  1.45587832e-03  2.05779220e-08  1.46749199e-08  
2.80000000e+00  2.93570403e-01  7.04436964e-01  2.58482803e-04  1.73410801e-03  2.45105233e-08  1.74794115e-08  
3.25000000e+00  2.93476419e-01  7.04211444e-01  2.99928632e-04  2.01215956e-03  2.84406066e-08  2.02821074e-08  
3.70000000e+00  2.93382495e-01  7.03986068e-01  3.41347932e-04  2.29003314e-03  3.23681744e-08  2.30830094e-08  
4.15000000e+00  2.93288631e-01  7.03760837e-01  3.82740729e-04  2.56772891e-03  3.62932290e-08  2.58821192e-08  
4.60000000e+00  2.93194827e-01  7.03535750e-01  4.24107049e-04  2.84524704e-03  4.02157728e-08  2.86794384e-08  
5.05000000e+00  2.93101083e-01  7.03310806e-01  4.65446916e-04  3.12258771e-03  4.41358084e-08  3.14749688e-08  
5.50000000e+00  2.93007399e-01  7.03086007e-01  5.06760356e-04  3.39975109e-03  4.80533380e-08  3.42687122e-08  
5.95000000e+00  2.92913775e-01  7.02861351e-01  5.48047394e-04  3.67673735e-03  5.19683641e-08  3.70606702e-08  
6.40000000e+00  2.92820211e-01  7.02636839e-01  5.89308056e-04  3.95354665e-03  5.58808890e-08  3.98508446e-08  
6.85000000e+00  2.92726706e-01  7.02412470e-01  6.30542367e-04  4.23017917e-03  5.97909152e-08  4.26392370e-08  
7.30000000e+00  2.92633261e-01  7.02188244e-01  6.71750352e-04  4.50663508e-03  6.36984451e-08  4.54258492e-08  
7.75000000e+00  2.92539876e-01  7.01964161e-01  7.12932037e-04  4.78291454e-03  6.76034811e-08  4.82106829e-08  
8.20000000e+00  2.92446550e-01  7.01740222e-01  7.54087446e-04  5.05901772e-03  7.15060255e-08  5.09937397e-08  
8.65000000e+00  2.92353284e-01  7.01516425e-01  7.95216605e-04  5.33494480e-03  7.54060807e-08  5.37750214e-08  
9.10000000e+00  2.92260078e-01  7.01292771e-01  8.36319539e-04  5.61069593e-03  7.93036491e-08  5.65545297e-08  
9.55000000e+00  2.92166930e-01  7.01069259e-01  8.77396272e-04  5.88627130e-03  8.31987331e-08  5.93322663e-08  
1.00000000e+01  2.92073843e-01  7.00845890e-01  9.18446831e-04  6.16167106e-03  8.70913351e-08  6.21082328e-08  
1.45000000e+01  2.91146216e-01  6.98620003e-01  1.32751827e-03  8.90604730e-03  1.25881363e-07  8.97709166e-08  
1.90000000e+01  2.90224463e-01  6.96408210e-01  1.73399952e-03  1.16330464e-02  1.64425776e-07  1.17258443e-07  
2.35000000e+01  2.89308527e-01  6.94210377e-01  2.13791509e-03  1.43428330e-02  2.02726901e-07  1.44572471e-07  
2.80000000e+01  2.88398355e-01  6.92026374e-01  2.53928920e-03  1.70355695e-02  2.40787033e-07  1.71714638e-07  
3.25000000e+01  2.87493892e-01  6.89856069e-01  2.93814577e-03  1.97114162e-02  2.78608439e-07  1.98686560e-07  
3.70000000e+01  2.86595084e-01  6.87699334e-01  3.33450841e-03  2.23705317e-02  3.16193360e-07  2.25489835e-07  
4.15000000e+01  2.85701879e-01  6.85556043e-01  3.72840043e-03  2.50130723e-02  3.53544005e-07  2.52126039e-07  
4.60000000e+01  2.84814224e-01  6.83426070e-01  4.11984486e-03  2.76391926e-02  3.90662559e-07  2.78596730e-07  
5.05000000e+01  2.83932067e-01  6.81309291e-01  4.50886444e-03  3.02490450e-02  4.27551178e-07  3.04903445e-07  
5.50000000e+01  2.83055359e-01  6.79205584e-01  4.89548164e-03  3.28427804e-02  4.64211992e-07  3.31047703e-07  
5.95000000e+01  2.82184047e-01  6.77114829e-01  5.27971865e-03  3.54205475e-02  5.00647104e-07  3.57031005e-07  
6.40000000e+01  2.81318084e-01  6.75036906e-01  5.66159736e-03  3.79824933e-02  5.36858593e-07  3.82854832e-07  
6.85000000e+01  2.80457419e-01  6.72971697e-01  6.04113944e-03  4.05287631e-02  5.72848511e-07  4.08520648e-07  
7.30000000e+01  2.79602004e-01  6.70919086e-01  6.41836626e-03  4.30595003e-02  6.08618886e-07  4.34029900e-07  
7.75000000e+01  2.78751792e-01  6.68878959e-01  6.79329894e-03  4.55748466e-02  6.44171720e-07  4.59384014e-07  
8.20000000e+01  2.77906734e-01  6.66851201e-01  7.16595834e-03  4.80749420e-02  6.79508991e-07  4.84584403e-07  
8.65000000e+01  2.77066785e-01  6.64835701e-01  7.53636508e-03  5.05599247e-02  7.14632655e-07  5.09632459e-07  
9.10000000e+01  2.76231898e-01  6.62832347e-01  7.90453953e-03  5.30299314e-02  7.49544642e-07  5.34529561e-07  
9.55000000e+01  2.75402027e-01  6.60841030e-01  8.27050179e-03  5.54850971e-02  7.84246860e-07  5.59277068e-07  
1.00000000e+02  2.74577128e-01  6.58861643e-01  8.63427176e-03  5.79255550e-02  8.18741195e-07  5.83876325e-07  
1.45000000e+02  2.66592016e-01  6.39700965e-01  1.21556027e-02  8.15494408e-02  1.15264992e-06  8.21999682e-07  
1.90000000e+02  2.59058218e-01  6.21623237e-01  1.54779105e-02  1.03838121e-01  1.46768636e-06  1.04666447e-06  
2.35000000e+02  2.51938522e-01  6.04539168e-01  1.86176043e-02  1.24901681e-01  1.76540651e-06  1.25898034e-06  
2.80000000e+02  2.45199700e-01  5.88369025e-01  2.15893378e-02  1.44838431e-01  2.04719989e-06  1.45993820e-06  
3.25000000e+02  2.38811985e-01  5.73041381e-01  2.44062375e-02  1.63736433e-01  2.31431123e-06  1.65042573e-06  
3.70000000e+02  2.32748633e-01  5.58492063e-01  2.70800972e-02  1.81674807e-01  2.56785884e-06  1.83124044e-06  
4.15000000e+02  2.26985551e-01  5.44663257e-01  2.96215421e-02  1.98724839e-01  2.80885029e-06  2.00310085e-06  
4.60000000e+02  2.21500971e-01  5.31502732e-01  3.20401707e-02  2.14950921e-01  3.03819573e-06  2.16665605e-06  
5.05000000e+02  2.16275183e-01  5.18963190e-01  3.43446758e-02  2.30411372e-01  3.25671946e-06  2.32249385e-06  
5.50000000e+02  2.11290291e-01  5.07001692e-01  3.65429485e-02  2.45159132e-01  3.46516975e-06  2.47114790e-06  
5.95000000e+02  2.06530014e-01  4.95579168e-01  3.86421690e-02  2.59242371e-01  3.66422745e-06  2.61310372e-06  
6.40000000e+02  2.01979505e-01  4.84659993e-01  4.06488846e-02  2.72705014e-01  3.85451342e-06  2.74880407e-06  
6.85000000e+02  1.97625198e-01  4.74211612e-01  4.25690780e-02  2.85587197e-01  4.03659495e-06  2.87865352e-06  
7.30000000e+02  1.93454670e-01  4.64204221e-01  4.44082268e-02  2.97925669e-01  4.21099147e-06  3.00302249e-06  
7.75000000e+02  1.89456527e-01  4.54610476e-01  4.61713560e-02  3.09754140e-01  4.37817945e-06  3.12225077e-06  
8.20000000e+02  1.85620298e-01  4.45405251e-01  4.78630834e-02  3.21103591e-01  4.53859679e-06  3.23665065e-06  
